codigo_dane,nombre_entidad,anio,poblacion_urbana,poblacion_rural,poblacion_total,pib,valor_agregado_bruto,deuda_publica,ingresos totales,ingresos corrientes,ingresos tributarios,ingresos no tributarios,gastos totales,gastos corrientes,gastos de funcionamiento,desahorro/ahorro corriente,ingresos de capital,regalías,gastos de capital,déficit o superávit total,icm,pcc,gpi,eis,cti,seg,sos,longitud,latitud
95,GUAVIARE,2022,46861.0,37246.0,84107.0,1147603773859.653,1101932117675.8833,23547000000.0,298760000000.0,70826000000.0,35466000000.0,11120000000.0,201279000000.0,35638000000.0,35112000000.0,35188000000.0,227934000000.0,104260000000.0,165641000000.0,97481000000.0,36.31073754306021,28.20705413818359,35.64957046508789,52.60620880126953,29.75716781616211,22.53298568725586,49.11143493652344,-72128595691.0,1924531973
95,GUAVIARE,2023,46934.0,37384.0,84318.0,1265944002669.5845,1218492462782.2852,22511000000.0,231790000000.0,83555000000.0,39885000000.0,12972000000.0,254707000000.0,55616000000.0,53592000000.0,27939000000.0,148235000000.0,18042000000.0,199091000000.0,-22917000000.0,37.68690407273706,28.68132972717285,34.82860946655273,50.76167678833008,33.43909072875977,26.74379348754883,51.66692733764648,-72128595691.0,1924531973
95,GUAVIARE,2024,47001.0,37549.0,84550.0,1396422835146.1982,1346765486830.0632,21600000000.0,297648000000.0,92110000000.0,39890000000.0,13254000000.0,317395000000.0,58732000000.0,56019000000.0,33377000000.0,205539000000.0,33111000000.0,258662000000.0,-19746000000.0,38.98811893858922,28.67021751403809,38.7805290222168,55.86414337158203,38.8099479675293,26.05282211303711,45.75105667114258,-72128595691.0,1924531973
97,VAUPÉS,2018,12110.0,28664.0,40774.0,281404405530.71204,272403314889.26318,,115702000000.0,35209000000.0,9694000000.0,668000000.0,114944000000.0,13137000000.0,13137000000.0,22072000000.0,80494000000.0,19257000000.0,101807000000.0,759000000.0,29.41913062360987,19.67429161071777,20.71632194519043,18.77354049682617,8.862129211425781,59.29335021972656,49.19515228271484,-70561405657.0,"0,64624561"
97,VAUPÉS,2019,12065.0,29383.0,41448.0,303082096905.0399,293273783408.4601,,106681000000.0,27738000000.0,7712000000.0,450000000.0,129973000000.0,15322000000.0,15322000000.0,12415000000.0,78943000000.0,0.0,114651000000.0,-23292000000.0,32.23054771714809,19.86725044250488,28.89179229736328,31.38309097290039,6.905699253082275,57.23708343505859,49.09837341308594,-70561405657.0,"0,64624561"
97,VAUPÉS,2020,12070.0,30065.0,42135.0,293627258587.52655,284638638542.28796,,200740000000.0,36933000000.0,11600000000.0,318000000.0,211117000000.0,17080000000.0,17080000000.0,19853000000.0,163807000000.0,76866000000.0,194037000000.0,-10377000000.0,29.26065684483072,20.00704574584961,26.03915023803711,18.99437522888184,6.138495445251465,55.42601013183594,48.9588623046875,-70561405657.0,"0,64624561"
97,VAUPÉS,2021,12123.0,30518.0,42641.0,333671190284.2122,322495663457.3725,,133554000000.0,35445000000.0,10890000000.0,398000000.0,176405000000.0,16315000000.0,16315000000.0,19131000000.0,98109000000.0,408000000.0,160090000000.0,-42851000000.0,31.69122205781172,20.16872978210449,27.48066902160645,24.01660346984863,6.503284931182861,62.97982788085938,48.99821472167969,-70561405657.0,"0,64624561"
97,VAUPÉS,2022,12106.0,30903.0,43009.0,378939472426.875,364759353579.42993,,180689000000.0,44439000000.0,13675000000.0,6243000000.0,168593000000.0,17494000000.0,17494000000.0,26945000000.0,136250000000.0,28390000000.0,151099000000.0,12096000000.0,30.9907646091628,20.33549880981445,27.4879035949707,25.65083122253418,9.047094345092773,57.07647323608398,46.34678649902344,-70561405657.0,"0,64624561"
97,VAUPÉS,2023,12066.0,31317.0,43383.0,426943513840.2957,411845444574.40137,,171401000000.0,57170000000.0,16325000000.0,6869000000.0,162472000000.0,19321000000.0,19321000000.0,37849000000.0,114231000000.0,0.0,143151000000.0,8929000000.0,31.38816560311934,20.55914497375488,28.73512268066406,22.3416805267334,5.332233428955078,58.7306022644043,52.63020706176758,-70561405657.0,"0,64624561"
97,VAUPÉS,2024,11991.0,31784.0,43775.0,471892034355.6026,456024343743.81915,,219720000000.0,56050000000.0,14204000000.0,2469000000.0,238199000000.0,22885000000.0,22885000000.0,33165000000.0,163670000000.0,0.0,215313000000.0,-18478000000.0,35.9424647385289,20.92444229125977,30.78611183166504,30.47845077514648,17.72481155395508,63.13445663452148,52.60651779174805,-70561405657.0,"0,64624561"
99,VICHADA,2018,25848.0,81854.0,107702.0,634893298813.4707,616595284454.748,,173916000000.0,37088000000.0,12822000000.0,239000000.0,177092000000.0,15848000000.0,15568000000.0,21239000000.0,136828000000.0,47042000000.0,161244000000.0,-3176000000.0,32.2215178083562,16.98969078063965,32.32537078857422,16.38630294799805,10.45559501647949,73.89591979980469,43.27622985839844,-6941400011.0,4713557125
99,VICHADA,2019,27352.0,86697.0,114049.0,688096694692.3875,668098529648.6387,2146000000.0,212900000000.0,45616000000.0,20968000000.0,216000000.0,197592000000.0,22234000000.0,21974000000.0,23381000000.0,167284000000.0,72948000000.0,175358000000.0,15308000000.0,34.30749892296241,16.53604698181152,32.15322875976562,16.5339183807373,14.70735740661621,78.42273712158203,47.49170303344727,-6941400011.0,4713557125
99,VICHADA,2020,28885.0,91579.0,120464.0,686698932697.447,669467706640.3746,1334000000.0,188558000000.0,39167000000.0,12457000000.0,261000000.0,117469000000.0,18880000000.0,18880000000.0,20287000000.0,149391000000.0,54049000000.0,98589000000.0,71089000000.0,33.96257305523452,15.61196422576904,33.72714233398438,15.11941909790039,11.48083114624023,80.97647094726562,46.85961151123047,-6941400011.0,4713557125
99,VICHADA,2021,29455.0,96759.0,126214.0,803226389147.2562,781408979948.5175,1334000000.0,146677000000.0,37394000000.0,11518000000.0,265000000.0,214238000000.0,91218000000.0,91036000000.0,-53825000000.0,109283000000.0,13609000000.0,123020000000.0,-67561000000.0,34.00246300265829,15.57107257843018,34.19131469726562,22.86885452270508,10.29452133178711,80.56378173828125,40.52523803710938,-6941400011.0,4713557125
99,VICHADA,2022,29913.0,101911.0,131824.0,966997876084.737,938756993183.3507,,229735000000.0,43418000000.0,17213000000.0,1935000000.0,172736000000.0,28116000000.0,28103000000.0,15302000000.0,186317000000.0,69129000000.0,144620000000.0,56999000000.0,34.80736312375466,15.14035320281982,38.16345977783203,19.42359352111816,10.50333976745605,80.56555938720703,45.04787063598633,-6941400011.0,4713557125
99,VICHADA,2023,30338.0,107091.0,137429.0,1056827483057.4946,1027402274985.205,,301483000000.0,60736000000.0,25587000000.0,3279000000.0,371477000000.0,34591000000.0,34591000000.0,26145000000.0,240747000000.0,115152000000.0,336886000000.0,-69993000000.0,39.45148305301163,14.96074771881104,38.30462646484375,22.26730155944824,27.50597763061523,81.84320068359375,51.82704162597656,-6941400011.0,4713557125
99,VICHADA,2024,30776.0,112341.0,143117.0,1167185810716.704,1136306131582.0117,,463562000000.0,79040000000.0,31603000000.0,3566000000.0,415749000000.0,34725000000.0,34725000000.0,44315000000.0,384522000000.0,179094000000.0,381024000000.0,47813000000.0,40.73782736246431,15.20629596710205,44.11874008178711,20.62030410766602,31.4205150604248,83.58574676513672,49.47536087036133,-6941400011.0,4713557125
,,2018,,,,151611316015480.38,,,,,,,,,,,,,,,,,,,,,,,
,,2018,,,,200518656849580.62,,,,,,,,,,,,,,,,,,,,,,,
,,2018,,,,222281280674202.2,,,,,,,,,,,,,,,,,,,,,,,
,,2018,,,,131984693590169.89,,,,,,,,,,,,,,,,,,,,,,,
,,2018,,,,27454028371978.48,,,,,,,,,,,,,,,,,,,,,,,
,,2019,,,,159572122642784.97,,,,,,,,,,,,,,,,,,,,,,,
,,2019,,,,215593748980147.5,,,,,,,,,,,,,,,,,,,,,,,
,,2019,,,,240220007510665.53,,,,,,,,,,,,,,,,,,,,,,,
,,2019,,,,142003783368909.72,,,,,,,,,,,,,,,,,,,,,,,
,,2019,,,,29153983260261.863,,,,,,,,,,,,,,,,,,,,,,,
,,2020,,,,147419290853657.8,,,,,,,,,,,,,,,,,,,,,,,
,,2020,,,,195772904493533.78,,,,,,,,,,,,,,,,,,,,,,,
,,2020,,,,231962189983039.03,,,,,,,,,,,,,,,,,,,,,,,
,,2020,,,,138500837103055.47,,,,,,,,,,,,,,,,,,,,,,,
,,2020,,,,24068293184292.066,,,,,,,,,,,,,,,,,,,,,,,
,,2021,,,,181685037335157.88,,,,,,,,,,,,,,,,,,,,,,,
,,2021,,,,238604890059438.72,,,,,,,,,,,,,,,,,,,,,,,
,,2021,,,,276289934915736.66,,,,,,,,,,,,,,,,,,,,,,,
,,2021,,,,161422892705117.66,,,,,,,,,,,,,,,,,,,,,,,
,,2021,,,,31343814237864.18,,,,,,,,,,,,,,,,,,,,,,,
,,2022,,,,236716496792343.1,,,,,,,,,,,,,,,,,,,,,,,
,,2022,,,,302998028230555.5,,,,,,,,,,,,,,,,,,,,,,,
,,2022,,,,332688187756862.25,,,,,,,,,,,,,,,,,,,,,,,
,,2022,,,,194729551840991.53,,,,,,,,,,,,,,,,,,,,,,,
,,2022,,,,41789887009585.48,,,,,,,,,,,,,,,,,,,,,,,
,,2023,,,,248160379863997.12,,,,,,,,,,,,,,,,,,,,,,,
,,2023,,,,322765579470003.75,,,,,,,,,,,,,,,,,,,,,,,
,,2023,,,,363574432364076.5,,,,,,,,,,,,,,,,,,,,,,,
,,2023,,,,212447677755675.0,,,,,,,,,,,,,,,,,,,,,,,
,,2023,,,,42176141199739.56,,,,,,,,,,,,,,,,,,,,,,,
,,2024,,,,257915384681299.03,,,,,,,,,,,,,,,,,,,,,,,
,,2024,,,,345152270868725.44,,,,,,,,,,,,,,,,,,,,,,,
,,2024,,,,398502351354874.0,,,,,,,,,,,,,,,,,,,,,,,
,,2024,,,,230868428281028.88,,,,,,,,,,,,,,,,,,,,,,,
,,2024,,,,43857708874232.61,,,,,,,,,,,,,,,,,,,,,,,
