nombre_entidad;anio;Instituciones;Infraestructura;Adopción TIC;Sostenibilidad ambiental;Salud;Educación básica y media;Educación superior y capacitación;Entorno para los negocios;Mercado laboral;Sistema financiero;Tamaño del mercado;Sofisticación y diversificación;Innovación
CUNDINAMARCA;2021;6.281178508899198;7.5619445868671145;3.7455218867725906;7.230736132752966;6.716235337318911;7.286507101306596;4.005036692745341;6.626764423752335;6.181043176601264;1.8450163640704653;6.823071742723039;9.339820373756995;2.420522132001887
GUAINÍA;2021;5.780485221044238;0.06719788720894121;1.9517032038096365;4.785899711525179;3.9401691454687677;2.729071352690159;1.312293391310103;3.4301617306273986;4.469839973893412;1.2410859930464888;1.7704430477983901;5.319875834559262;0.026620138571925765
GUAVIARE;2021;5.480495003058921;4.19840215774908;2.5305644523094193;4.734569413241298;5.920306349060647;4.9196093078320215;1.4587202823475844;5.4309447103701745;6.346249019211712;2.1149928564067095;2.213842090317836;2.5076297049847405;0.0053309865580542706
HUILA;2021;5.292859155785894;5.231078279825736;3.4624796692606328;5.564557962935536;7.3019470608086845;7.1821193043037415;3.5133059421473027;4.813351138378755;4.3937451223970125;3.7641595499007403;5.234418243019968;5.6095884030067635;2.174280003410443
LA GUAJIRA;2021;4.2687168572755745;5.1159425166843775;1.8636062518289935;6.487688477456071;4.689687648511345;4.7285908658898865;1.1002010922315018;4.35557524781059;3.9417969570776874;0.9455980828729484;5.752094141889526;4.347821243753057;1.8039014675682812
MAGDALENA;2021;5.424311145897759;5.068755005929438;2.9253229819623954;4.626817206441869;6.077460720971583;4.955199838302665;3.422961747198958;5.591687185355423;4.515910003694281;2.030537445494632;5.5224396755350735;8.159995795441128;2.0673119039427275
META;2021;5.286090588528991;4.655506897155368;3.433749082464721;4.477592740782087;6.561316442959927;6.749604567622615;3.394271671125371;6.12809071207414;5.48485975898056;2.0941485569008664;5.6830737889487715;1.4816566814194676;1.6857448804027106
NARIÑO;2021;5.026877723116475;5.015086586505287;2.5446876842315937;6.197150586792471;6.175101543499099;6.51029921133212;2.998233946192897;4.285166478063117;4.612399653560342;2.225486299130056;4.987648231626171;8.573537715064388;1.7185165602100672
NORTE DE SANTANDER;2021;5.2551458387711705;5.388156744730309;3.9858727030197763;3.541650174821532;6.45476592861746;7.071720282657896;3.512569233628162;5.1905488373266815;3.7105175490396745;2.872044438278949;5.191466240185614;8.133186895933024;2.5720009166303566
PUTUMAYO;2021;4.414778183515744;3.8800524676376162;1.7258405505474377;6.502730626192261;6.5164670416208175;5.729841061364227;1.272859151360707;4.563033135953071;4.547874185876034;1.5780488688832448;4.599241068547362;1.537596867290697;0.3818731878762681
QUINDÍO;2021;6.0925866881347535;4.228575809806141;4.5180671225157365;4.287028222635247;7.484273121876828;7.618432385633992;5.275048211715271;5.880628205247226;4.983292445351135;3.627768516539021;4.832983408855423;5.15261260836382;4.082591027940679
RISARALDA;2021;6.4369141116107444;2.8905774651892364;6.192223789009335;4.591324613701953;7.682547243659591;7.196871979708515;5.254296775383334;6.741297339691654;6.618445835636068;4.057202496039391;5.5466949205043665;8.526630378937858;5.054991544783116
ARCHIPIÉLAGO DE SAN ANDRÉS;2021;5.1435140738185945;1.4306046586046075;3.054237894443422;5.334250998851795;6.7890944253078676;6.541634027030354;4.803194045721968;6.64209128546323;6.347950217863848;3.079803108929328;2.8484979271169317;7.681814425995408;1.4303587860769709
SANTANDER;2021;5.322421887784702;4.7950093062443795;5.079877376320766;5.67241200689419;7.145144262441675;7.9561926220163315;5.868349365223617;6.43968937460374;5.732223644926176;3.0714209688335323;6.1215717937893865;8.443311248441045;3.6151713243063655
SUCRE;2021;5.197131117492914;4.531392544031406;2.199024386877793;4.662745319094615;6.708883594775888;5.8566782052107875;2.3957908096144473;4.607954103660647;4.348671030931155;1.4493688547908767;5.585441207910423;3.8227215541639357;1.9202987761476829
TOLIMA;2021;5.069054494237494;4.725086310596984;4.258644107259318;5.807346541729771;6.872446468394777;6.988598265259562;4.001516809844483;4.8933920039626235;4.784769132492836;2.9305757989840853;5.053567261422838;7.494346382377582;2.408615697563989
VALLE DEL CAUCA;2021;6.103092855158101;5.246253591520843;4.805404183614284;5.333750707727038;7.6224301135196635;5.91543874514014;4.628759193182145;7.185313275022115;5.36757359729402;3.9185617791536345;6.847823657410725;9.588164756364446;3.555257617777495
VAUPÉS;2021;4.549943147929945;0.22518167869612024;0.408722618784792;4.999837826728667;4.327715075938232;1.863090817872946;0.8463887493883504;2.6439890479556394;5.920014815580192;0.6820402735625244;1.3121100123051923;0.2376875399629036;0.03395948714938074
VICHADA;2021;4.457165686553497;0.06283673276808019;0.6773298364472334;4.9290078210255235;2.815893954142719;2.211425598637824;1.4217774190676644;4.103473184607219;4.931847278086913;0.678929214347942;0.6434013073994392;0.0;0.5727421666425764
AMAZONAS;2022;4.367325557873996;1.1069673906955781;1.2017355989688134;5.280805816988616;4.88800146348891;3.8290079997725055;1.9074849857334344;4.280978936504476;6.733076828783667;1.6781487113665974;0.7043833011697166;0.0;3.5217621932851095
ANTIOQUIA;2022;5.587539683648509;5.683671108657819;5.240874813339942;5.5807805181628725;6.5913463388851135;6.804640181691735;5.706942593366703;7.32083718108722;7.0802748493939855;6.09245760699081;7.500258106698876;8.690849126607006;5.305450983793723
ARAUCA;2022;3.680212422322609;4.2706891691300815;1.7514075210150573;4.285666890153876;5.948088948151921;6.279166184486229;2.750236266724319;5.004828728610201;3.6972058482041072;1.7850450155405078;3.89421410535145;6.58928830998183;1.1767983244759859
