nombre_entidad;anio;Instituciones;Infraestructura;Adopción TIC;Sostenibilidad ambiental;Salud;Educación básica y media;Educación superior y capacitación;Entorno para los negocios;Mercado laboral;Sistema financiero;Tamaño del mercado;Sofisticación y diversificación;Innovación
BUCARAMANGA AM;2024;6.39237775597427;4.352284117845623;5.927403572861335;4.505606307188767;6.796273804136991;7.629492377983558;6.241912093242057;6.189691281905171;7.031672131830629;4.705959674985168;6.531823367457643;7.7486994659781185;4.188595063491093
BUCARAMANGA AM;2025;6.652694670407677;4.178561456101717;6.062892419190092;4.4160961413451325;7.488234020686964;7.756338651310747;6.177101147428373;5.960879780057927;6.921366327181827;5.089321219442989;5.875029327374984;8.57899346014795;3.8335131791100476
CALI AM;2019;6.076187853985724;6.1483909812593325;4.63805927720651;3.5048896871819837;7.451465094502203;5.328924982976558;4.664989425794175;6.730587072740436;5.809116303703591;4.5756171363717915;6.339810941382051;9.71583137396738;3.6501970054508446
CALI AM;2020;6.455513373153546;5.98349767448871;4.718231684938888;3.5048896871819837;7.447909505310607;5.364722340601777;4.677277655884688;6.808208606256891;5.745097075233533;4.449212490738166;6.378031775442095;9.627296962705396;3.940338882524308
CALI AM;2021;6.5537419933641985;5.372505594276545;4.7794049869274495;4.428585705467929;7.327371190542601;5.484652811389351;4.885974540009464;6.729999036231238;4.26020274999606;4.6269253417875245;6.457228958046234;9.587611264827752;3.7394314156738706
CALI AM;2022;6.633420068154427;5.550549991096643;5.238666945127024;4.199557259964581;7.410689149626094;5.442032356838313;4.750037381169195;7.101339447331656;6.260944780199443;4.731667798860716;6.507646367896298;9.648287928567518;3.714228461681146
CALI AM;2023;7.069170333167066;5.5326014581152085;5.478605778869396;3.971428091971241;6.253132797032398;5.581371986504621;5.004837967690063;7.074931051398504;6.322607752957172;4.931012211538541;7.067750194238328;9.623895047603693;3.8243465246214763
CALI AM;2024;6.997073374060136;5.206606522153248;5.3690720390995725;4.214104635011668;6.349479666598512;5.611566655917173;5.065190374416874;7.055263102173739;6.336709265033244;5.013661458166146;7.209066481067465;9.695621903431613;4.1556594995712715
CALI AM;2025;7.552068076416011;5.053404038714011;5.690857021752642;4.056217898535152;7.373059495635728;5.647482070334329;5.0084447938334;7.248829601290008;6.627847565079556;5.4001766057470615;6.794511439759971;9.692415035635138;4.179849298842974
CARTAGENA DE INDIAS;2019;6.501462274251944;6.349679109008538;3.3186126808515715;2.0307984364731473;6.408211284950217;5.576356070401656;4.508246749278;6.31646719553247;5.96871629748081;2.4652833228844915;6.536108057723027;9.366198593469548;1.4365156352259976
