nombre_entidad;anio;Actividades artísticas, entretenimiento, recreación y otras actividades de servicios;Actividades financieras y de seguros;Actividades inmobiliarias;Actividades profesionales, científicas, técnicas y servicios administrativos;Administración pública y defensa, educación y atención de la salud humana;Agricultura, ganadería, caza, silvicultura y pesca;Alojamiento y servicios de comida;Comercio y reparación de vehículos;Construcción;Explotación de minas y canteras;Industrias manufactureras;Información y comunicaciones;No informa;Población ocupada;Suministro de electricidad gas, agua y gestión de desechos;Transporte y almacenamiento
SANTA MARTA;2018;21.581666666666667;2.563333333333333;3.2543333333333333;13.434666666666667;27.83366666666667;1.9566666666666668;18.544;43.284333333333336;16.124333333333336;0.9373333333333335;15.535333333333334;3.2289999999999996;0.0;193.08066666666664;2.5273333333333334;22.27433333333333
SANTA MARTA;2019;22.630666666666666;1.8796666666666668;3.732666666666667;12.261000000000001;23.377;2.6893333333333334;20.103666666666665;42.205333333333336;17.401;1.1686666666666667;13.982333333333335;3.261333333333333;0.0;189.89666666666668;2.9746666666666663;22.229
SANTA MARTA;2020;18.659333333333333;2.0476666666666667;2.522;10.163000000000002;22.161;2.5446666666666666;17.877;43.59033333333333;16.288999999999998;0.9843333333333333;13.032666666666666;2.736;0.0;175.557;2.1630000000000003;20.787333333333333
SANTA MARTA;2021;18.61344766666667;1.5497033333333334;2.4825506666666666;18.56572233333333;26.163010666666665;2.418152333333333;20.165411666666667;43.031764333333335;19.125377666666665;1.2186329999999999;9.342539;1.9393809999999998;0.5284950000000175;187.93155000000002;3.1991176666666665;19.588243666666667
SANTA MARTA;2022;21.380666666666666;2.9466666666666668;3.275;17.002;24.410666666666668;4.259;23.590999999999998;48.03466666666666;19.478333333333335;1.3876666666666668;12.936333333333332;2.2853333333333334;0.05333333333333334;210.49966666666668;4.572666666666667;24.885333333333335
SANTA MARTA;2023;21.337584743025474;2.005158001487607;2.0753504964202487;18.51072273127083;26.958452405868492;4.384179301008757;20.939569300055872;48.776657440990135;16.911747999414615;1.1679852494784193;12.503451126906121;3.000103053568111;0.0;206.2932829947817;2.9040893189759855;24.818231826311017
SANTA MARTA;2024;21.776197895238845;2.969642100546918;2.8391206163869156;18.487728871450063;29.541305393373996;2.278319273271387;22.171005457192038;44.0448941669519;18.289447837830785;1.4014121843870007;11.542499045665235;2.3298691817066324;0.0;204.29193094927604;3.294748275305117;23.32574064996937
SANTA MARTA;2025;19.24145974016059;3.2136802466760366;3.662487762984085;17.336701774127572;31.96855792240896;3.561961394307628;26.254123235404258;43.24727433236901;17.438273651974697;1.1946377258170715;11.906520352844067;2.835013563979633;0.0;211.42758775736453;2.765417132367586;26.801478921943506
SINCELEJO;2015;13.983333333333334;1.7476666666666667;0.47533333333333333;5.367;15.742666666666667;0.9496666666666668;7.219666666666666;28.825999999999997;9.239333333333335;0.3156666666666667;9.87;2.6439999999999997;0.0;109.76466666666666;1.1900000000000002;12.194666666666668
SINCELEJO;2016;14.527333333333333;1.4333333333333333;0.4716666666666667;4.367;16.700999999999997;1.101;9.570333333333334;27.230666666666668;8.571666666666667;0.09999999999999999;10.843666666666666;1.7286666666666666;0.0;111.92533333333334;1.1346666666666667;14.144666666666666
SINCELEJO;2017;14.320666666666668;1.8516666666666666;0.698;5.515999999999999;17.807666666666666;1.5633333333333332;9.476;31.855333333333334;8.851333333333335;0.052333333333333336;11.575333333333333;2.792666666666667;0.0;120.17766666666667;1.0903333333333334;12.726333333333335
SINCELEJO;2018;16.397666666666666;1.9936666666666667;0.37866666666666665;5.6450000000000005;16.53933333333333;1.4883333333333333;10.474666666666668;28.701333333333334;9.342999999999998;0.051333333333333335;11.688;2.2373333333333334;0.0;119.026;1.1926666666666668;12.895333333333333
SINCELEJO;2019;13.737666666666668;1.75;0.7313333333333333;5.558;14.765;0.9213333333333332;10.090333333333334;29.55333333333333;8.883000000000001;0.06866666666666667;9.873666666666667;1.0120000000000002;0.0;111.25766666666668;1.0233333333333334;13.289666666666667
