nombre_departamento;nombre_entidad;anio;grupo_edad;hombres;mujeres
BOLÍVAR;REGIDOR;2021;30-34;261.0;260.0
BOLÍVAR;REGIDOR;2021;35-39;222.0;222.0
BOLÍVAR;REGIDOR;2021;40-44;189.0;181.0
BOLÍVAR;REGIDOR;2021;45-49;161.0;149.0
BOLÍVAR;REGIDOR;2021;50-54;148.0;133.0
BOLÍVAR;REGIDOR;2021;55-59;132.0;114.0
BOLÍVAR;REGIDOR;2021;60-64;113.0;83.0
BOLÍVAR;REGIDOR;2021;65-69;85.0;61.0
BOLÍVAR;REGIDOR;2021;70-74;59.0;48.0
BOLÍVAR;REGIDOR;2021;75-79;40.0;34.0
BOLÍVAR;REGIDOR;2021;80-84;30.0;23.0
BOLÍVAR;REGIDOR;2021;85-89;14.0;15.0
BOLÍVAR;REGIDOR;2021;90-94;9.0;10.0
BOLÍVAR;REGIDOR;2021;95-99;6.0;8.0
BOLÍVAR;REGIDOR;2021;100+;1.0;0.0
BOLÍVAR;REGIDOR;2022;0-4;435.0;472.0
BOLÍVAR;REGIDOR;2022;5-9;422.0;453.0
BOLÍVAR;REGIDOR;2022;10-14;407.0;419.0
BOLÍVAR;REGIDOR;2022;15-19;380.0;390.0
BOLÍVAR;REGIDOR;2022;20-24;323.0;354.0
BOLÍVAR;REGIDOR;2022;25-29;288.0;307.0
BOLÍVAR;REGIDOR;2022;30-34;269.0;269.0
BOLÍVAR;REGIDOR;2022;35-39;229.0;228.0
BOLÍVAR;REGIDOR;2022;40-44;193.0;188.0
BOLÍVAR;REGIDOR;2022;45-49;165.0;151.0
BOLÍVAR;REGIDOR;2022;50-54;153.0;136.0
BOLÍVAR;REGIDOR;2022;55-59;137.0;117.0
BOLÍVAR;REGIDOR;2022;60-64;117.0;85.0
BOLÍVAR;REGIDOR;2022;65-69;85.0;62.0
BOLÍVAR;REGIDOR;2022;70-74;61.0;51.0
BOLÍVAR;REGIDOR;2022;75-79;40.0;35.0
BOLÍVAR;REGIDOR;2022;80-84;26.0;24.0
BOLÍVAR;REGIDOR;2022;85-89;14.0;15.0
BOLÍVAR;REGIDOR;2022;90-94;10.0;10.0
BOLÍVAR;REGIDOR;2022;95-99;4.0;5.0
BOLÍVAR;REGIDOR;2022;100+;0.0;0.0
BOLÍVAR;REGIDOR;2023;0-4;433.0;471.0
BOLÍVAR;REGIDOR;2023;5-9;422.0;452.0
BOLÍVAR;REGIDOR;2023;10-14;404.0;416.0
BOLÍVAR;REGIDOR;2023;15-19;386.0;393.0
BOLÍVAR;REGIDOR;2023;20-24;334.0;358.0
BOLÍVAR;REGIDOR;2023;25-29;298.0;316.0
BOLÍVAR;REGIDOR;2023;30-34;278.0;281.0
BOLÍVAR;REGIDOR;2023;35-39;236.0;231.0
BOLÍVAR;REGIDOR;2023;40-44;198.0;195.0
BOLÍVAR;REGIDOR;2023;45-49;172.0;160.0
BOLÍVAR;REGIDOR;2023;50-54;158.0;140.0
BOLÍVAR;REGIDOR;2023;55-59;138.0;119.0
BOLÍVAR;REGIDOR;2023;60-64;121.0;93.0
BOLÍVAR;REGIDOR;2023;65-69;87.0;66.0
BOLÍVAR;REGIDOR;2023;70-74;62.0;52.0
BOLÍVAR;REGIDOR;2023;75-79;41.0;35.0
BOLÍVAR;REGIDOR;2023;80-84;27.0;24.0
BOLÍVAR;REGIDOR;2023;85-89;15.0;17.0
BOLÍVAR;REGIDOR;2023;90-94;8.0;10.0
BOLÍVAR;REGIDOR;2023;95-99;5.0;8.0
BOLÍVAR;REGIDOR;2023;100+;0.0;2.0
BOLÍVAR;REGIDOR;2024;0-4;432.0;471.0
BOLÍVAR;REGIDOR;2024;5-9;422.0;452.0
BOLÍVAR;REGIDOR;2024;10-14;404.0;418.0
BOLÍVAR;REGIDOR;2024;15-19;393.0;397.0
BOLÍVAR;REGIDOR;2024;20-24;350.0;365.0
BOLÍVAR;REGIDOR;2024;25-29;306.0;328.0
BOLÍVAR;REGIDOR;2024;30-34;289.0;292.0
BOLÍVAR;REGIDOR;2024;35-39;239.0;238.0
BOLÍVAR;REGIDOR;2024;40-44;203.0;197.0
BOLÍVAR;REGIDOR;2024;45-49;178.0;164.0
BOLÍVAR;REGIDOR;2024;50-54;158.0;144.0
BOLÍVAR;REGIDOR;2024;55-59;143.0;121.0
BOLÍVAR;REGIDOR;2024;60-64;127.0;91.0
BOLÍVAR;REGIDOR;2024;65-69;94.0;69.0
BOLÍVAR;REGIDOR;2024;70-74;64.0;55.0
BOLÍVAR;REGIDOR;2024;75-79;45.0;40.0
BOLÍVAR;REGIDOR;2024;80-84;29.0;25.0
BOLÍVAR;REGIDOR;2024;85-89;16.0;19.0
BOLÍVAR;REGIDOR;2024;90-94;11.0;11.0
BOLÍVAR;REGIDOR;2024;95-99;4.0;6.0
BOLÍVAR;REGIDOR;2024;100+;0.0;0.0
BOLÍVAR;REGIDOR;2025;0-4;429.0;469.0
BOLÍVAR;REGIDOR;2025;5-9;422.0;448.0
BOLÍVAR;REGIDOR;2025;10-14;403.0;419.0
BOLÍVAR;REGIDOR;2025;15-19;395.0;396.0
BOLÍVAR;REGIDOR;2025;20-24;358.0;373.0
BOLÍVAR;REGIDOR;2025;25-29;316.0;340.0
BOLÍVAR;REGIDOR;2025;30-34;295.0;297.0
BOLÍVAR;REGIDOR;2025;35-39;249.0;244.0
BOLÍVAR;REGIDOR;2025;40-44;207.0;199.0
BOLÍVAR;REGIDOR;2025;45-49;184.0;172.0
BOLÍVAR;REGIDOR;2025;50-54;162.0;146.0
BOLÍVAR;REGIDOR;2025;55-59;145.0;125.0
BOLÍVAR;REGIDOR;2025;60-64;132.0;95.0
BOLÍVAR;REGIDOR;2025;65-69;95.0;71.0
BOLÍVAR;REGIDOR;2025;70-74;66.0;57.0
BOLÍVAR;REGIDOR;2025;75-79;45.0;43.0
BOLÍVAR;REGIDOR;2025;80-84;29.0;26.0
BOLÍVAR;REGIDOR;2025;85-89;17.0;18.0
BOLÍVAR;REGIDOR;2025;90-94;8.0;10.0
BOLÍVAR;REGIDOR;2025;95-99;3.0;6.0
BOLÍVAR;REGIDOR;2025;100+;1.0;0.0
BOLÍVAR;REGIDOR;2026;0-4;426.0;463.0
BOLÍVAR;REGIDOR;2026;5-9;420.0;443.0
BOLÍVAR;REGIDOR;2026;10-14;405.0;417.0
BOLÍVAR;REGIDOR;2026;15-19;393.0;398.0
BOLÍVAR;REGIDOR;2026;20-24;366.0;378.0
BOLÍVAR;REGIDOR;2026;25-29;327.0;348.0
BOLÍVAR;REGIDOR;2026;30-34;302.0;305.0
BOLÍVAR;REGIDOR;2026;35-39;256.0;249.0
BOLÍVAR;REGIDOR;2026;40-44;214.0;203.0
BOLÍVAR;REGIDOR;2026;45-49;189.0;176.0
BOLÍVAR;REGIDOR;2026;50-54;166.0;146.0
BOLÍVAR;REGIDOR;2026;55-59;147.0;124.0
BOLÍVAR;REGIDOR;2026;60-64;134.0;100.0
BOLÍVAR;REGIDOR;2026;65-69;104.0;77.0
BOLÍVAR;REGIDOR;2026;70-74;68.0;60.0
BOLÍVAR;REGIDOR;2026;75-79;46.0;45.0
BOLÍVAR;REGIDOR;2026;80-84;30.0;27.0
BOLÍVAR;REGIDOR;2026;85-89;16.0;17.0
BOLÍVAR;REGIDOR;2026;90-94;9.0;8.0
BOLÍVAR;REGIDOR;2026;95-99;4.0;6.0
BOLÍVAR;REGIDOR;2026;100+;0.0;0.0
BOLÍVAR;REGIDOR;2027;0-4;420.0;458.0
BOLÍVAR;REGIDOR;2027;5-9;413.0;438.0
BOLÍVAR;REGIDOR;2027;10-14;403.0;418.0
BOLÍVAR;REGIDOR;2027;15-19;394.0;395.0
BOLÍVAR;REGIDOR;2027;20-24;373.0;383.0
BOLÍVAR;REGIDOR;2027;25-29;339.0;355.0
BOLÍVAR;REGIDOR;2027;30-34;305.0;309.0
BOLÍVAR;REGIDOR;2027;35-39;264.0;256.0
BOLÍVAR;REGIDOR;2027;40-44;217.0;209.0
BOLÍVAR;REGIDOR;2027;45-49;195.0;181.0
BOLÍVAR;REGIDOR;2027;50-54;169.0;152.0
BOLÍVAR;REGIDOR;2027;55-59;153.0;128.0
BOLÍVAR;REGIDOR;2027;60-64;135.0;102.0
BOLÍVAR;REGIDOR;2027;65-69;105.0;78.0
BOLÍVAR;REGIDOR;2027;70-74;69.0;62.0
BOLÍVAR;REGIDOR;2027;75-79;48.0;46.0
BOLÍVAR;REGIDOR;2027;80-84;31.0;29.0
BOLÍVAR;REGIDOR;2027;85-89;19.0;18.0
BOLÍVAR;REGIDOR;2027;90-94;9.0;12.0
BOLÍVAR;REGIDOR;2027;95-99;8.0;8.0
BOLÍVAR;REGIDOR;2027;100+;0.0;1.0
BOLÍVAR;REGIDOR;2028;0-4;417.0;453.0
BOLÍVAR;REGIDOR;2028;5-9;406.0;431.0
BOLÍVAR;REGIDOR;2028;10-14;402.0;418.0
BOLÍVAR;REGIDOR;2028;15-19;386.0;392.0
BOLÍVAR;REGIDOR;2028;20-24;378.0;383.0
BOLÍVAR;REGIDOR;2028;25-29;348.0;361.0
BOLÍVAR;REGIDOR;2028;30-34;314.0;320.0
BOLÍVAR;REGIDOR;2028;35-39;271.0;263.0
BOLÍVAR;REGIDOR;2028;40-44;219.0;212.0
BOLÍVAR;REGIDOR;2028;45-49;199.0;185.0
BOLÍVAR;REGIDOR;2028;50-54;176.0;159.0
BOLÍVAR;REGIDOR;2028;55-59;154.0;130.0
BOLÍVAR;REGIDOR;2028;60-64;138.0;105.0
BOLÍVAR;REGIDOR;2028;65-69;113.0;82.0
BOLÍVAR;REGIDOR;2028;70-74;71.0;68.0
BOLÍVAR;REGIDOR;2028;75-79;50.0;50.0
BOLÍVAR;REGIDOR;2028;80-84;31.0;30.0
BOLÍVAR;REGIDOR;2028;85-89;19.0;18.0
BOLÍVAR;REGIDOR;2028;90-94;10.0;12.0
BOLÍVAR;REGIDOR;2028;95-99;6.0;5.0
BOLÍVAR;REGIDOR;2028;100+;0.0;1.0
BOLÍVAR;REGIDOR;2029;0-4;413.0;447.0
BOLÍVAR;REGIDOR;2029;5-9;401.0;428.0
BOLÍVAR;REGIDOR;2029;10-14;399.0;414.0
BOLÍVAR;REGIDOR;2029;15-19;385.0;394.0
BOLÍVAR;REGIDOR;2029;20-24;382.0;382.0
BOLÍVAR;REGIDOR;2029;25-29;359.0;367.0
BOLÍVAR;REGIDOR;2029;30-34;321.0;328.0
BOLÍVAR;REGIDOR;2029;35-39;277.0;271.0
BOLÍVAR;REGIDOR;2029;40-44;225.0;216.0
BOLÍVAR;REGIDOR;2029;45-49;204.0;190.0
BOLÍVAR;REGIDOR;2029;50-54;180.0;164.0
BOLÍVAR;REGIDOR;2029;55-59;157.0;134.0
BOLÍVAR;REGIDOR;2029;60-64;140.0;105.0
BOLÍVAR;REGIDOR;2029;65-69;115.0;86.0
BOLÍVAR;REGIDOR;2029;70-74;77.0;65.0
BOLÍVAR;REGIDOR;2029;75-79;54.0;50.0
BOLÍVAR;REGIDOR;2029;80-84;34.0;32.0
BOLÍVAR;REGIDOR;2029;85-89;20.0;17.0
BOLÍVAR;REGIDOR;2029;90-94;11.0;12.0
BOLÍVAR;REGIDOR;2029;95-99;5.0;7.0
BOLÍVAR;REGIDOR;2029;100+;0.0;0.0
BOLÍVAR;REGIDOR;2030;0-4;405.0;441.0
BOLÍVAR;REGIDOR;2030;5-9;401.0;426.0
BOLÍVAR;REGIDOR;2030;10-14;398.0;411.0
BOLÍVAR;REGIDOR;2030;15-19;387.0;392.0
BOLÍVAR;REGIDOR;2030;20-24;381.0;383.0
BOLÍVAR;REGIDOR;2030;25-29;364.0;370.0
BOLÍVAR;REGIDOR;2030;30-34;330.0;337.0
BOLÍVAR;REGIDOR;2030;35-39;286.0;281.0
BOLÍVAR;REGIDOR;2030;40-44;232.0;221.0
BOLÍVAR;REGIDOR;2030;45-49;207.0;191.0
BOLÍVAR;REGIDOR;2030;50-54;187.0;169.0
BOLÍVAR;REGIDOR;2030;55-59;161.0;134.0
BOLÍVAR;REGIDOR;2030;60-64;142.0;109.0
BOLÍVAR;REGIDOR;2030;65-69;119.0;87.0
BOLÍVAR;REGIDOR;2030;70-74;82.0;71.0
BOLÍVAR;REGIDOR;2030;75-79;56.0;53.0
BOLÍVAR;REGIDOR;2030;80-84;36.0;34.0
BOLÍVAR;REGIDOR;2030;85-89;20.0;18.0
BOLÍVAR;REGIDOR;2030;90-94;11.0;14.0
BOLÍVAR;REGIDOR;2030;95-99;5.0;7.0
BOLÍVAR;REGIDOR;2030;100+;0.0;1.0
BOLÍVAR;REGIDOR;2031;0-4;401.0;434.0
BOLÍVAR;REGIDOR;2031;5-9;398.0;420.0
BOLÍVAR;REGIDOR;2031;10-14;397.0;407.0
BOLÍVAR;REGIDOR;2031;15-19;385.0;390.0
BOLÍVAR;REGIDOR;2031;20-24;381.0;386.0
BOLÍVAR;REGIDOR;2031;25-29;373.0;376.0
BOLÍVAR;REGIDOR;2031;30-34;338.0;343.0
BOLÍVAR;REGIDOR;2031;35-39;289.0;285.0
BOLÍVAR;REGIDOR;2031;40-44;235.0;225.0
BOLÍVAR;REGIDOR;2031;45-49;209.0;199.0
BOLÍVAR;REGIDOR;2031;50-54;193.0;173.0
BOLÍVAR;REGIDOR;2031;55-59;162.0;140.0
BOLÍVAR;REGIDOR;2031;60-64;148.0;111.0
BOLÍVAR;REGIDOR;2031;65-69;121.0;90.0
BOLÍVAR;REGIDOR;2031;70-74;83.0;76.0
BOLÍVAR;REGIDOR;2031;75-79;56.0;54.0
BOLÍVAR;REGIDOR;2031;80-84;36.0;34.0
BOLÍVAR;REGIDOR;2031;85-89;21.0;18.0
BOLÍVAR;REGIDOR;2031;90-94;9.0;13.0
BOLÍVAR;REGIDOR;2031;95-99;6.0;9.0
BOLÍVAR;REGIDOR;2031;100+;0.0;0.0
BOLÍVAR;REGIDOR;2032;0-4;393.0;426.0
BOLÍVAR;REGIDOR;2032;5-9;392.0;416.0
BOLÍVAR;REGIDOR;2032;10-14;386.0;401.0
BOLÍVAR;REGIDOR;2032;15-19;383.0;391.0
BOLÍVAR;REGIDOR;2032;20-24;376.0;380.0
BOLÍVAR;REGIDOR;2032;25-29;380.0;380.0
BOLÍVAR;REGIDOR;2032;30-34;353.0;352.0
BOLÍVAR;REGIDOR;2032;35-39;296.0;293.0
BOLÍVAR;REGIDOR;2032;40-44;246.0;235.0
BOLÍVAR;REGIDOR;2032;45-49;216.0;201.0
BOLÍVAR;REGIDOR;2032;50-54;196.0;177.0
BOLÍVAR;REGIDOR;2032;55-59;169.0;143.0
BOLÍVAR;REGIDOR;2032;60-64;153.0;112.0
BOLÍVAR;REGIDOR;2032;65-69;122.0;94.0
BOLÍVAR;REGIDOR;2032;70-74;85.0;79.0
BOLÍVAR;REGIDOR;2032;75-79;56.0;55.0
BOLÍVAR;REGIDOR;2032;80-84;37.0;39.0
BOLÍVAR;REGIDOR;2032;85-89;21.0;20.0
BOLÍVAR;REGIDOR;2032;90-94;8.0;13.0
BOLÍVAR;REGIDOR;2032;95-99;6.0;8.0
BOLÍVAR;REGIDOR;2032;100+;0.0;0.0
BOLÍVAR;REGIDOR;2033;0-4;390.0;421.0
BOLÍVAR;REGIDOR;2033;5-9;386.0;411.0
BOLÍVAR;REGIDOR;2033;10-14;383.0;396.0
BOLÍVAR;REGIDOR;2033;15-19;384.0;389.0
BOLÍVAR;REGIDOR;2033;20-24;374.0;378.0
BOLÍVAR;REGIDOR;2033;25-29;385.0;383.0
BOLÍVAR;REGIDOR;2033;30-34;359.0;362.0
BOLÍVAR;REGIDOR;2033;35-39;301.0;299.0
BOLÍVAR;REGIDOR;2033;40-44;253.0;239.0
BOLÍVAR;REGIDOR;2033;45-49;219.0;202.0
BOLÍVAR;REGIDOR;2033;50-54;202.0;182.0
BOLÍVAR;REGIDOR;2033;55-59;172.0;148.0
BOLÍVAR;REGIDOR;2033;60-64;154.0;112.0
BOLÍVAR;REGIDOR;2033;65-69;124.0;93.0
BOLÍVAR;REGIDOR;2033;70-74;90.0;77.0
BOLÍVAR;REGIDOR;2033;75-79;59.0;59.0
BOLÍVAR;REGIDOR;2033;80-84;42.0;39.0
BOLÍVAR;REGIDOR;2033;85-89;20.0;20.0
BOLÍVAR;REGIDOR;2033;90-94;8.0;13.0
BOLÍVAR;REGIDOR;2033;95-99;5.0;9.0
BOLÍVAR;REGIDOR;2033;100+;0.0;1.0
BOLÍVAR;REGIDOR;2034;0-4;383.0;415.0
BOLÍVAR;REGIDOR;2034;5-9;384.0;409.0
BOLÍVAR;REGIDOR;2034;10-14;383.0;394.0
BOLÍVAR;REGIDOR;2034;15-19;380.0;385.0
BOLÍVAR;REGIDOR;2034;20-24;374.0;378.0
BOLÍVAR;REGIDOR;2034;25-29;389.0;377.0
BOLÍVAR;REGIDOR;2034;30-34;371.0;363.0
BOLÍVAR;REGIDOR;2034;35-39;308.0;305.0
BOLÍVAR;REGIDOR;2034;40-44;260.0;247.0
BOLÍVAR;REGIDOR;2034;45-49;224.0;207.0
BOLÍVAR;REGIDOR;2034;50-54;203.0;186.0
BOLÍVAR;REGIDOR;2034;55-59;179.0;155.0
BOLÍVAR;REGIDOR;2034;60-64;154.0;117.0
BOLÍVAR;REGIDOR;2034;65-69;128.0;98.0
BOLÍVAR;REGIDOR;2034;70-74;92.0;83.0
BOLÍVAR;REGIDOR;2034;75-79;60.0;62.0
BOLÍVAR;REGIDOR;2034;80-84;40.0;40.0
BOLÍVAR;REGIDOR;2034;85-89;23.0;23.0
BOLÍVAR;REGIDOR;2034;90-94;9.0;13.0
BOLÍVAR;REGIDOR;2034;95-99;4.0;10.0
BOLÍVAR;REGIDOR;2034;100+;0.0;1.0
BOLÍVAR;REGIDOR;2035;0-4;375.0;411.0
BOLÍVAR;REGIDOR;2035;5-9;376.0;400.0
BOLÍVAR;REGIDOR;2035;10-14;376.0;390.0
BOLÍVAR;REGIDOR;2035;15-19;382.0;383.0
BOLÍVAR;REGIDOR;2035;20-24;373.0;377.0
BOLÍVAR;REGIDOR;2035;25-29;390.0;379.0
BOLÍVAR;REGIDOR;2035;30-34;382.0;368.0
BOLÍVAR;REGIDOR;2035;35-39;317.0;314.0
BOLÍVAR;REGIDOR;2035;40-44;265.0;256.0
BOLÍVAR;REGIDOR;2035;45-49;229.0;211.0
BOLÍVAR;REGIDOR;2035;50-54;211.0;194.0
BOLÍVAR;REGIDOR;2035;55-59;185.0;159.0
BOLÍVAR;REGIDOR;2035;60-64;159.0;118.0
BOLÍVAR;REGIDOR;2035;65-69;133.0;98.0
BOLÍVAR;REGIDOR;2035;70-74;95.0;84.0
BOLÍVAR;REGIDOR;2035;75-79;63.0;64.0
BOLÍVAR;REGIDOR;2035;80-84;42.0;43.0
BOLÍVAR;REGIDOR;2035;85-89;26.0;26.0
BOLÍVAR;REGIDOR;2035;90-94;11.0;12.0
BOLÍVAR;REGIDOR;2035;95-99;6.0;9.0
BOLÍVAR;REGIDOR;2035;100+;0.0;0.0
BOLÍVAR;REGIDOR;2036;0-4;370.0;401.0
BOLÍVAR;REGIDOR;2036;5-9;373.0;397.0
BOLÍVAR;REGIDOR;2036;10-14;374.0;388.0
BOLÍVAR;REGIDOR;2036;15-19;374.0;379.0
BOLÍVAR;REGIDOR;2036;20-24;372.0;375.0
BOLÍVAR;REGIDOR;2036;25-29;390.0;381.0
BOLÍVAR;REGIDOR;2036;30-34;387.0;373.0
BOLÍVAR;REGIDOR;2036;35-39;324.0;321.0
BOLÍVAR;REGIDOR;2036;40-44;272.0;259.0
BOLÍVAR;REGIDOR;2036;45-49;239.0;217.0
BOLÍVAR;REGIDOR;2036;50-54;215.0;196.0
BOLÍVAR;REGIDOR;2036;55-59;192.0;165.0
BOLÍVAR;REGIDOR;2036;60-64;163.0;121.0
BOLÍVAR;REGIDOR;2036;65-69;135.0;101.0
BOLÍVAR;REGIDOR;2036;70-74;97.0;89.0
BOLÍVAR;REGIDOR;2036;75-79;68.0;69.0
BOLÍVAR;REGIDOR;2036;80-84;42.0;43.0
BOLÍVAR;REGIDOR;2036;85-89;23.0;28.0
BOLÍVAR;REGIDOR;2036;90-94;11.0;14.0
BOLÍVAR;REGIDOR;2036;95-99;7.0;9.0
BOLÍVAR;REGIDOR;2036;100+;0.0;0.0
BOLÍVAR;REGIDOR;2037;0-4;363.0;395.0
BOLÍVAR;REGIDOR;2037;5-9;366.0;389.0
BOLÍVAR;REGIDOR;2037;10-14;367.0;380.0
BOLÍVAR;REGIDOR;2037;15-19;370.0;376.0
BOLÍVAR;REGIDOR;2037;20-24;373.0;377.0
BOLÍVAR;REGIDOR;2037;25-29;387.0;381.0
BOLÍVAR;REGIDOR;2037;30-34;393.0;375.0
BOLÍVAR;REGIDOR;2037;35-39;338.0;329.0
BOLÍVAR;REGIDOR;2037;40-44;276.0;264.0
BOLÍVAR;REGIDOR;2037;45-49;243.0;222.0
BOLÍVAR;REGIDOR;2037;50-54;218.0;199.0
BOLÍVAR;REGIDOR;2037;55-59;196.0;168.0
BOLÍVAR;REGIDOR;2037;60-64;167.0;123.0
BOLÍVAR;REGIDOR;2037;65-69;133.0;102.0
BOLÍVAR;REGIDOR;2037;70-74;99.0;90.0
BOLÍVAR;REGIDOR;2037;75-79;72.0;72.0
BOLÍVAR;REGIDOR;2037;80-84;46.0;45.0
BOLÍVAR;REGIDOR;2037;85-89;25.0;29.0
BOLÍVAR;REGIDOR;2037;90-94;13.0;15.0
BOLÍVAR;REGIDOR;2037;95-99;7.0;10.0
BOLÍVAR;REGIDOR;2037;100+;0.0;0.0
BOLÍVAR;REGIDOR;2038;0-4;358.0;387.0
BOLÍVAR;REGIDOR;2038;5-9;361.0;387.0
BOLÍVAR;REGIDOR;2038;10-14;367.0;381.0
BOLÍVAR;REGIDOR;2038;15-19;368.0;371.0
BOLÍVAR;REGIDOR;2038;20-24;372.0;373.0
BOLÍVAR;REGIDOR;2038;25-29;384.0;378.0
BOLÍVAR;REGIDOR;2038;30-34;401.0;378.0
BOLÍVAR;REGIDOR;2038;35-39;348.0;334.0
BOLÍVAR;REGIDOR;2038;40-44;281.0;270.0
BOLÍVAR;REGIDOR;2038;45-49;250.0;228.0
BOLÍVAR;REGIDOR;2038;50-54;221.0;200.0
BOLÍVAR;REGIDOR;2038;55-59;200.0;171.0
BOLÍVAR;REGIDOR;2038;60-64;171.0;130.0
BOLÍVAR;REGIDOR;2038;65-69;141.0;102.0
BOLÍVAR;REGIDOR;2038;70-74;104.0;94.0
BOLÍVAR;REGIDOR;2038;75-79;75.0;73.0
BOLÍVAR;REGIDOR;2038;80-84;48.0;47.0
BOLÍVAR;REGIDOR;2038;85-89;24.0;30.0
BOLÍVAR;REGIDOR;2038;90-94;12.0;13.0
BOLÍVAR;REGIDOR;2038;95-99;7.0;9.0
BOLÍVAR;REGIDOR;2038;100+;1.0;1.0
BOLÍVAR;REGIDOR;2039;0-4;350.0;382.0
BOLÍVAR;REGIDOR;2039;5-9;358.0;378.0
BOLÍVAR;REGIDOR;2039;10-14;362.0;373.0
BOLÍVAR;REGIDOR;2039;15-19;365.0;368.0
BOLÍVAR;REGIDOR;2039;20-24;367.0;374.0
BOLÍVAR;REGIDOR;2039;25-29;383.0;377.0
BOLÍVAR;REGIDOR;2039;30-34;404.0;378.0
BOLÍVAR;REGIDOR;2039;35-39;355.0;338.0
BOLÍVAR;REGIDOR;2039;40-44;287.0;277.0
BOLÍVAR;REGIDOR;2039;45-49;259.0;236.0
BOLÍVAR;REGIDOR;2039;50-54;228.0;206.0
BOLÍVAR;REGIDOR;2039;55-59;205.0;175.0
BOLÍVAR;REGIDOR;2039;60-64;177.0;136.0
BOLÍVAR;REGIDOR;2039;65-69;141.0;105.0
BOLÍVAR;REGIDOR;2039;70-74;105.0;93.0
BOLÍVAR;REGIDOR;2039;75-79;78.0;73.0
BOLÍVAR;REGIDOR;2039;80-84;49.0;49.0
BOLÍVAR;REGIDOR;2039;85-89;26.0;31.0
BOLÍVAR;REGIDOR;2039;90-94;13.0;16.0
BOLÍVAR;REGIDOR;2039;95-99;5.0;9.0
BOLÍVAR;REGIDOR;2039;100+;0.0;1.0
BOLÍVAR;REGIDOR;2040;0-4;347.0;375.0
BOLÍVAR;REGIDOR;2040;5-9;350.0;372.0
BOLÍVAR;REGIDOR;2040;10-14;356.0;370.0
BOLÍVAR;REGIDOR;2040;15-19;361.0;366.0
BOLÍVAR;REGIDOR;2040;20-24;370.0;369.0
BOLÍVAR;REGIDOR;2040;25-29;385.0;376.0
BOLÍVAR;REGIDOR;2040;30-34;404.0;378.0
BOLÍVAR;REGIDOR;2040;35-39;364.0;342.0
BOLÍVAR;REGIDOR;2040;40-44;297.0;284.0
BOLÍVAR;REGIDOR;2040;45-49;264.0;244.0
BOLÍVAR;REGIDOR;2040;50-54;235.0;210.0
BOLÍVAR;REGIDOR;2040;55-59;207.0;180.0
BOLÍVAR;REGIDOR;2040;60-64;185.0;139.0
BOLÍVAR;REGIDOR;2040;65-69;145.0;108.0
BOLÍVAR;REGIDOR;2040;70-74;108.0;97.0
BOLÍVAR;REGIDOR;2040;75-79;79.0;80.0
BOLÍVAR;REGIDOR;2040;80-84;49.0;53.0
BOLÍVAR;REGIDOR;2040;85-89;27.0;30.0
BOLÍVAR;REGIDOR;2040;90-94;15.0;19.0
BOLÍVAR;REGIDOR;2040;95-99;9.0;8.0
BOLÍVAR;REGIDOR;2040;100+;0.0;0.0
BOLÍVAR;REGIDOR;2041;0-4;340.0;369.0
BOLÍVAR;REGIDOR;2041;5-9;345.0;367.0
BOLÍVAR;REGIDOR;2041;10-14;352.0;366.0
BOLÍVAR;REGIDOR;2041;15-19;356.0;361.0
BOLÍVAR;REGIDOR;2041;20-24;365.0;366.0
BOLÍVAR;REGIDOR;2041;25-29;384.0;378.0
BOLÍVAR;REGIDOR;2041;30-34;403.0;380.0
BOLÍVAR;REGIDOR;2041;35-39;373.0;348.0
BOLÍVAR;REGIDOR;2041;40-44;302.0;290.0
BOLÍVAR;REGIDOR;2041;45-49;268.0;249.0
BOLÍVAR;REGIDOR;2041;50-54;242.0;215.0
BOLÍVAR;REGIDOR;2041;55-59;214.0;180.0
BOLÍVAR;REGIDOR;2041;60-64;188.0;142.0
BOLÍVAR;REGIDOR;2041;65-69;151.0;109.0
BOLÍVAR;REGIDOR;2041;70-74;109.0;98.0
BOLÍVAR;REGIDOR;2041;75-79;81.0;81.0
BOLÍVAR;REGIDOR;2041;80-84;53.0;53.0
BOLÍVAR;REGIDOR;2041;85-89;28.0;31.0
BOLÍVAR;REGIDOR;2041;90-94;13.0;20.0
BOLÍVAR;REGIDOR;2041;95-99;8.0;8.0
BOLÍVAR;REGIDOR;2041;100+;0.0;0.0
BOLÍVAR;REGIDOR;2042;0-4;336.0;364.0
BOLÍVAR;REGIDOR;2042;5-9;339.0;361.0
BOLÍVAR;REGIDOR;2042;10-14;347.0;359.0
BOLÍVAR;REGIDOR;2042;15-19;353.0;360.0
BOLÍVAR;REGIDOR;2042;20-24;360.0;363.0
BOLÍVAR;REGIDOR;2042;25-29;382.0;376.0
BOLÍVAR;REGIDOR;2042;30-34;403.0;377.0
BOLÍVAR;REGIDOR;2042;35-39;380.0;352.0
BOLÍVAR;REGIDOR;2042;40-44;317.0;294.0
BOLÍVAR;REGIDOR;2042;45-49;275.0;252.0
BOLÍVAR;REGIDOR;2042;50-54;249.0;221.0
BOLÍVAR;REGIDOR;2042;55-59;217.0;185.0
BOLÍVAR;REGIDOR;2042;60-64;193.0;148.0
BOLÍVAR;REGIDOR;2042;65-69;153.0;114.0
BOLÍVAR;REGIDOR;2042;70-74;114.0;101.0
BOLÍVAR;REGIDOR;2042;75-79;84.0;85.0
