nombre_departamento;nombre_entidad;anio;grupo_edad;hombres;mujeres
MAGDALENA;TENERIFE;2024;55-59;332.0;271.0
MAGDALENA;TENERIFE;2024;60-64;288.0;221.0
MAGDALENA;TENERIFE;2024;65-69;231.0;176.0
MAGDALENA;TENERIFE;2024;70-74;186.0;151.0
MAGDALENA;TENERIFE;2024;75-79;131.0;109.0
MAGDALENA;TENERIFE;2024;80-84;74.0;73.0
MAGDALENA;TENERIFE;2024;85-89;35.0;44.0
MAGDALENA;TENERIFE;2024;90-94;10.0;18.0
MAGDALENA;TENERIFE;2024;95-99;5.0;7.0
MAGDALENA;TENERIFE;2024;100+;0.0;0.0
MAGDALENA;TENERIFE;2025;0-4;701.0;616.0
MAGDALENA;TENERIFE;2025;5-9;759.0;691.0
MAGDALENA;TENERIFE;2025;10-14;775.0;714.0
MAGDALENA;TENERIFE;2025;15-19;754.0;684.0
MAGDALENA;TENERIFE;2025;20-24;677.0;593.0
MAGDALENA;TENERIFE;2025;25-29;537.0;482.0
MAGDALENA;TENERIFE;2025;30-34;473.0;444.0
MAGDALENA;TENERIFE;2025;35-39;441.0;419.0
MAGDALENA;TENERIFE;2025;40-44;433.0;404.0
MAGDALENA;TENERIFE;2025;45-49;401.0;360.0
MAGDALENA;TENERIFE;2025;50-54;355.0;311.0
MAGDALENA;TENERIFE;2025;55-59;335.0;272.0
MAGDALENA;TENERIFE;2025;60-64;300.0;230.0
MAGDALENA;TENERIFE;2025;65-69;239.0;183.0
MAGDALENA;TENERIFE;2025;70-74;192.0;151.0
MAGDALENA;TENERIFE;2025;75-79;138.0;112.0
MAGDALENA;TENERIFE;2025;80-84;78.0;73.0
MAGDALENA;TENERIFE;2025;85-89;33.0;43.0
MAGDALENA;TENERIFE;2025;90-94;12.0;18.0
MAGDALENA;TENERIFE;2025;95-99;6.0;8.0
MAGDALENA;TENERIFE;2025;100+;0.0;0.0
MAGDALENA;TENERIFE;2026;0-4;692.0;607.0
MAGDALENA;TENERIFE;2026;5-9;750.0;683.0
MAGDALENA;TENERIFE;2026;10-14;764.0;709.0
MAGDALENA;TENERIFE;2026;15-19;744.0;674.0
MAGDALENA;TENERIFE;2026;20-24;685.0;599.0
MAGDALENA;TENERIFE;2026;25-29;558.0;498.0
MAGDALENA;TENERIFE;2026;30-34;478.0;451.0
MAGDALENA;TENERIFE;2026;35-39;444.0;425.0
MAGDALENA;TENERIFE;2026;40-44;436.0;408.0
MAGDALENA;TENERIFE;2026;45-49;404.0;367.0
MAGDALENA;TENERIFE;2026;50-54;357.0;313.0
MAGDALENA;TENERIFE;2026;55-59;333.0;276.0
MAGDALENA;TENERIFE;2026;60-64;305.0;233.0
MAGDALENA;TENERIFE;2026;65-69;245.0;188.0
MAGDALENA;TENERIFE;2026;70-74;193.0;157.0
MAGDALENA;TENERIFE;2026;75-79;142.0;116.0
MAGDALENA;TENERIFE;2026;80-84;75.0;75.0
MAGDALENA;TENERIFE;2026;85-89;35.0;46.0
MAGDALENA;TENERIFE;2026;90-94;12.0;21.0
MAGDALENA;TENERIFE;2026;95-99;6.0;7.0
MAGDALENA;TENERIFE;2026;100+;0.0;0.0
MAGDALENA;TENERIFE;2027;0-4;681.0;598.0
MAGDALENA;TENERIFE;2027;5-9;737.0;673.0
MAGDALENA;TENERIFE;2027;10-14;756.0;704.0
MAGDALENA;TENERIFE;2027;15-19;732.0;663.0
MAGDALENA;TENERIFE;2027;20-24;684.0;599.0
MAGDALENA;TENERIFE;2027;25-29;577.0;513.0
MAGDALENA;TENERIFE;2027;30-34;484.0;453.0
MAGDALENA;TENERIFE;2027;35-39;456.0;431.0
MAGDALENA;TENERIFE;2027;40-44;442.0;411.0
MAGDALENA;TENERIFE;2027;45-49;405.0;374.0
MAGDALENA;TENERIFE;2027;50-54;356.0;313.0
MAGDALENA;TENERIFE;2027;55-59;335.0;275.0
MAGDALENA;TENERIFE;2027;60-64;308.0;234.0
MAGDALENA;TENERIFE;2027;65-69;250.0;196.0
MAGDALENA;TENERIFE;2027;70-74;201.0;158.0
MAGDALENA;TENERIFE;2027;75-79;143.0;120.0
MAGDALENA;TENERIFE;2027;80-84;79.0;75.0
MAGDALENA;TENERIFE;2027;85-89;36.0;47.0
MAGDALENA;TENERIFE;2027;90-94;13.0;21.0
MAGDALENA;TENERIFE;2027;95-99;5.0;9.0
MAGDALENA;TENERIFE;2027;100+;0.0;0.0
MAGDALENA;TENERIFE;2028;0-4;669.0;586.0
MAGDALENA;TENERIFE;2028;5-9;724.0;661.0
MAGDALENA;TENERIFE;2028;10-14;755.0;699.0
MAGDALENA;TENERIFE;2028;15-19;725.0;653.0
MAGDALENA;TENERIFE;2028;20-24;680.0;599.0
MAGDALENA;TENERIFE;2028;25-29;596.0;526.0
MAGDALENA;TENERIFE;2028;30-34;493.0;461.0
MAGDALENA;TENERIFE;2028;35-39;464.0;439.0
MAGDALENA;TENERIFE;2028;40-44;443.0;411.0
MAGDALENA;TENERIFE;2028;45-49;409.0;379.0
MAGDALENA;TENERIFE;2028;50-54;359.0;314.0
MAGDALENA;TENERIFE;2028;55-59;333.0;274.0
MAGDALENA;TENERIFE;2028;60-64;310.0;241.0
MAGDALENA;TENERIFE;2028;65-69;261.0;203.0
MAGDALENA;TENERIFE;2028;70-74;209.0;164.0
MAGDALENA;TENERIFE;2028;75-79;150.0;126.0
MAGDALENA;TENERIFE;2028;80-84;81.0;78.0
MAGDALENA;TENERIFE;2028;85-89;38.0;45.0
MAGDALENA;TENERIFE;2028;90-94;15.0;22.0
MAGDALENA;TENERIFE;2028;95-99;3.0;9.0
MAGDALENA;TENERIFE;2028;100+;0.0;0.0
MAGDALENA;TENERIFE;2029;0-4;657.0;575.0
MAGDALENA;TENERIFE;2029;5-9;718.0;653.0
MAGDALENA;TENERIFE;2029;10-14;748.0;693.0
MAGDALENA;TENERIFE;2029;15-19;710.0;646.0
MAGDALENA;TENERIFE;2029;20-24;677.0;592.0
MAGDALENA;TENERIFE;2029;25-29;611.0;537.0
MAGDALENA;TENERIFE;2029;30-34;502.0;471.0
MAGDALENA;TENERIFE;2029;35-39;474.0;447.0
MAGDALENA;TENERIFE;2029;40-44;447.0;416.0
MAGDALENA;TENERIFE;2029;45-49;412.0;381.0
MAGDALENA;TENERIFE;2029;50-54;361.0;319.0
MAGDALENA;TENERIFE;2029;55-59;331.0;273.0
MAGDALENA;TENERIFE;2029;60-64;310.0;243.0
MAGDALENA;TENERIFE;2029;65-69;271.0;211.0
MAGDALENA;TENERIFE;2029;70-74;214.0;168.0
MAGDALENA;TENERIFE;2029;75-79;152.0;128.0
MAGDALENA;TENERIFE;2029;80-84;84.0;80.0
MAGDALENA;TENERIFE;2029;85-89;34.0;46.0
MAGDALENA;TENERIFE;2029;90-94;12.0;22.0
MAGDALENA;TENERIFE;2029;95-99;5.0;8.0
MAGDALENA;TENERIFE;2029;100+;0.0;0.0
MAGDALENA;TENERIFE;2030;0-4;644.0;564.0
MAGDALENA;TENERIFE;2030;5-9;708.0;643.0
MAGDALENA;TENERIFE;2030;10-14;736.0;685.0
MAGDALENA;TENERIFE;2030;15-19;701.0;639.0
MAGDALENA;TENERIFE;2030;20-24;670.0;587.0
MAGDALENA;TENERIFE;2030;25-29;616.0;542.0
MAGDALENA;TENERIFE;2030;30-34;518.0;482.0
MAGDALENA;TENERIFE;2030;35-39;481.0;449.0
MAGDALENA;TENERIFE;2030;40-44;453.0;419.0
MAGDALENA;TENERIFE;2030;45-49;416.0;384.0
MAGDALENA;TENERIFE;2030;50-54;366.0;323.0
MAGDALENA;TENERIFE;2030;55-59;332.0;274.0
MAGDALENA;TENERIFE;2030;60-64;311.0;244.0
MAGDALENA;TENERIFE;2030;65-69;279.0;217.0
MAGDALENA;TENERIFE;2030;70-74;220.0;172.0
MAGDALENA;TENERIFE;2030;75-79;157.0;130.0
MAGDALENA;TENERIFE;2030;80-84;85.0;84.0
MAGDALENA;TENERIFE;2030;85-89;37.0;47.0
MAGDALENA;TENERIFE;2030;90-94;15.0;23.0
MAGDALENA;TENERIFE;2030;95-99;5.0;8.0
MAGDALENA;TENERIFE;2030;100+;0.0;0.0
MAGDALENA;TENERIFE;2031;0-4;634.0;551.0
MAGDALENA;TENERIFE;2031;5-9;696.0;635.0
MAGDALENA;TENERIFE;2031;10-14;727.0;674.0
MAGDALENA;TENERIFE;2031;15-19;693.0;636.0
MAGDALENA;TENERIFE;2031;20-24;659.0;577.0
MAGDALENA;TENERIFE;2031;25-29;623.0;548.0
MAGDALENA;TENERIFE;2031;30-34;536.0;497.0
MAGDALENA;TENERIFE;2031;35-39;486.0;458.0
MAGDALENA;TENERIFE;2031;40-44;458.0;424.0
MAGDALENA;TENERIFE;2031;45-49;419.0;386.0
MAGDALENA;TENERIFE;2031;50-54;369.0;332.0
MAGDALENA;TENERIFE;2031;55-59;332.0;273.0
MAGDALENA;TENERIFE;2031;60-64;317.0;245.0
MAGDALENA;TENERIFE;2031;65-69;283.0;221.0
MAGDALENA;TENERIFE;2031;70-74;225.0;179.0
MAGDALENA;TENERIFE;2031;75-79;163.0;133.0
MAGDALENA;TENERIFE;2031;80-84;91.0;86.0
MAGDALENA;TENERIFE;2031;85-89;38.0;49.0
MAGDALENA;TENERIFE;2031;90-94;13.0;25.0
MAGDALENA;TENERIFE;2031;95-99;5.0;10.0
MAGDALENA;TENERIFE;2031;100+;0.0;0.0
MAGDALENA;TENERIFE;2032;0-4;617.0;540.0
MAGDALENA;TENERIFE;2032;5-9;683.0;625.0
MAGDALENA;TENERIFE;2032;10-14;718.0;665.0
MAGDALENA;TENERIFE;2032;15-19;689.0;630.0
MAGDALENA;TENERIFE;2032;20-24;647.0;568.0
MAGDALENA;TENERIFE;2032;25-29;624.0;549.0
MAGDALENA;TENERIFE;2032;30-34;555.0;510.0
MAGDALENA;TENERIFE;2032;35-39;494.0;460.0
MAGDALENA;TENERIFE;2032;40-44;466.0;429.0
MAGDALENA;TENERIFE;2032;45-49;424.0;388.0
MAGDALENA;TENERIFE;2032;50-54;370.0;335.0
MAGDALENA;TENERIFE;2032;55-59;333.0;275.0
MAGDALENA;TENERIFE;2032;60-64;313.0;245.0
MAGDALENA;TENERIFE;2032;65-69;287.0;223.0
MAGDALENA;TENERIFE;2032;70-74;233.0;186.0
MAGDALENA;TENERIFE;2032;75-79;166.0;133.0
MAGDALENA;TENERIFE;2032;80-84;95.0;90.0
MAGDALENA;TENERIFE;2032;85-89;37.0;50.0
MAGDALENA;TENERIFE;2032;90-94;16.0;24.0
MAGDALENA;TENERIFE;2032;95-99;6.0;9.0
MAGDALENA;TENERIFE;2032;100+;0.0;0.0
MAGDALENA;TENERIFE;2033;0-4;604.0;529.0
MAGDALENA;TENERIFE;2033;5-9;672.0;614.0
MAGDALENA;TENERIFE;2033;10-14;704.0;654.0
MAGDALENA;TENERIFE;2033;15-19;685.0;624.0
MAGDALENA;TENERIFE;2033;20-24;639.0;561.0
MAGDALENA;TENERIFE;2033;25-29;621.0;549.0
MAGDALENA;TENERIFE;2033;30-34;570.0;523.0
MAGDALENA;TENERIFE;2033;35-39;501.0;466.0
MAGDALENA;TENERIFE;2033;40-44;478.0;437.0
MAGDALENA;TENERIFE;2033;45-49;424.0;393.0
MAGDALENA;TENERIFE;2033;50-54;374.0;340.0
MAGDALENA;TENERIFE;2033;55-59;335.0;279.0
MAGDALENA;TENERIFE;2033;60-64;313.0;245.0
MAGDALENA;TENERIFE;2033;65-69;289.0;226.0
MAGDALENA;TENERIFE;2033;70-74;242.0;194.0
MAGDALENA;TENERIFE;2033;75-79;170.0;140.0
MAGDALENA;TENERIFE;2033;80-84;96.0;93.0
MAGDALENA;TENERIFE;2033;85-89;39.0;50.0
MAGDALENA;TENERIFE;2033;90-94;16.0;26.0
MAGDALENA;TENERIFE;2033;95-99;3.0;8.0
MAGDALENA;TENERIFE;2033;100+;0.0;1.0
MAGDALENA;TENERIFE;2034;0-4;591.0;520.0
MAGDALENA;TENERIFE;2034;5-9;662.0;601.0
MAGDALENA;TENERIFE;2034;10-14;696.0;645.0
MAGDALENA;TENERIFE;2034;15-19;675.0;618.0
MAGDALENA;TENERIFE;2034;20-24;631.0;553.0
MAGDALENA;TENERIFE;2034;25-29;617.0;543.0
MAGDALENA;TENERIFE;2034;30-34;583.0;536.0
MAGDALENA;TENERIFE;2034;35-39;513.0;475.0
MAGDALENA;TENERIFE;2034;40-44;484.0;442.0
MAGDALENA;TENERIFE;2034;45-49;430.0;396.0
MAGDALENA;TENERIFE;2034;50-54;375.0;347.0
MAGDALENA;TENERIFE;2034;55-59;339.0;282.0
MAGDALENA;TENERIFE;2034;60-64;313.0;245.0
MAGDALENA;TENERIFE;2034;65-69;292.0;229.0
MAGDALENA;TENERIFE;2034;70-74;252.0;200.0
MAGDALENA;TENERIFE;2034;75-79;178.0;145.0
MAGDALENA;TENERIFE;2034;80-84;100.0;97.0
MAGDALENA;TENERIFE;2034;85-89;41.0;53.0
MAGDALENA;TENERIFE;2034;90-94;14.0;23.0
MAGDALENA;TENERIFE;2034;95-99;7.0;10.0
MAGDALENA;TENERIFE;2034;100+;0.0;1.0
MAGDALENA;TENERIFE;2035;0-4;577.0;504.0
MAGDALENA;TENERIFE;2035;5-9;647.0;590.0
MAGDALENA;TENERIFE;2035;10-14;686.0;635.0
MAGDALENA;TENERIFE;2035;15-19;670.0;612.0
MAGDALENA;TENERIFE;2035;20-24;622.0;547.0
MAGDALENA;TENERIFE;2035;25-29;612.0;537.0
MAGDALENA;TENERIFE;2035;30-34;595.0;540.0
MAGDALENA;TENERIFE;2035;35-39;524.0;486.0
MAGDALENA;TENERIFE;2035;40-44;496.0;448.0
MAGDALENA;TENERIFE;2035;45-49;434.0;401.0
MAGDALENA;TENERIFE;2035;50-54;382.0;351.0
MAGDALENA;TENERIFE;2035;55-59;344.0;288.0
MAGDALENA;TENERIFE;2035;60-64;311.0;245.0
MAGDALENA;TENERIFE;2035;65-69;294.0;231.0
MAGDALENA;TENERIFE;2035;70-74;258.0;203.0
MAGDALENA;TENERIFE;2035;75-79;182.0;149.0
MAGDALENA;TENERIFE;2035;80-84;102.0;100.0
MAGDALENA;TENERIFE;2035;85-89;43.0;56.0
MAGDALENA;TENERIFE;2035;90-94;15.0;24.0
MAGDALENA;TENERIFE;2035;95-99;6.0;12.0
MAGDALENA;TENERIFE;2035;100+;0.0;0.0
MAGDALENA;TENERIFE;2036;0-4;566.0;492.0
MAGDALENA;TENERIFE;2036;5-9;636.0;579.0
MAGDALENA;TENERIFE;2036;10-14;677.0;629.0
MAGDALENA;TENERIFE;2036;15-19;662.0;602.0
MAGDALENA;TENERIFE;2036;20-24;617.0;544.0
MAGDALENA;TENERIFE;2036;25-29;600.0;528.0
MAGDALENA;TENERIFE;2036;30-34;598.0;543.0
MAGDALENA;TENERIFE;2036;35-39;543.0;502.0
MAGDALENA;TENERIFE;2036;40-44;504.0;455.0
MAGDALENA;TENERIFE;2036;45-49;440.0;406.0
MAGDALENA;TENERIFE;2036;50-54;384.0;349.0
MAGDALENA;TENERIFE;2036;55-59;346.0;290.0
MAGDALENA;TENERIFE;2036;60-64;314.0;246.0
MAGDALENA;TENERIFE;2036;65-69;293.0;233.0
MAGDALENA;TENERIFE;2036;70-74;264.0;208.0
MAGDALENA;TENERIFE;2036;75-79;191.0;157.0
MAGDALENA;TENERIFE;2036;80-84;108.0;102.0
MAGDALENA;TENERIFE;2036;85-89;47.0;59.0
MAGDALENA;TENERIFE;2036;90-94;15.0;28.0
MAGDALENA;TENERIFE;2036;95-99;7.0;9.0
MAGDALENA;TENERIFE;2036;100+;0.0;0.0
MAGDALENA;TENERIFE;2037;0-4;555.0;485.0
MAGDALENA;TENERIFE;2037;5-9;623.0;567.0
MAGDALENA;TENERIFE;2037;10-14;666.0;617.0
MAGDALENA;TENERIFE;2037;15-19;650.0;595.0
MAGDALENA;TENERIFE;2037;20-24;610.0;540.0
MAGDALENA;TENERIFE;2037;25-29;592.0;522.0
MAGDALENA;TENERIFE;2037;30-34;599.0;547.0
MAGDALENA;TENERIFE;2037;35-39;562.0;515.0
MAGDALENA;TENERIFE;2037;40-44;511.0;460.0
MAGDALENA;TENERIFE;2037;45-49;450.0;412.0
MAGDALENA;TENERIFE;2037;50-54;390.0;353.0
MAGDALENA;TENERIFE;2037;55-59;349.0;298.0
MAGDALENA;TENERIFE;2037;60-64;315.0;248.0
MAGDALENA;TENERIFE;2037;65-69;298.0;231.0
MAGDALENA;TENERIFE;2037;70-74;267.0;213.0
MAGDALENA;TENERIFE;2037;75-79;195.0;164.0
MAGDALENA;TENERIFE;2037;80-84;111.0;103.0
MAGDALENA;TENERIFE;2037;85-89;47.0;64.0
MAGDALENA;TENERIFE;2037;90-94;16.0;29.0
MAGDALENA;TENERIFE;2037;95-99;8.0;10.0
MAGDALENA;TENERIFE;2037;100+;0.0;0.0
MAGDALENA;TENERIFE;2038;0-4;541.0;473.0
MAGDALENA;TENERIFE;2038;5-9;607.0;555.0
MAGDALENA;TENERIFE;2038;10-14;658.0;607.0
MAGDALENA;TENERIFE;2038;15-19;641.0;586.0
MAGDALENA;TENERIFE;2038;20-24;605.0;537.0
MAGDALENA;TENERIFE;2038;25-29;585.0;514.0
MAGDALENA;TENERIFE;2038;30-34;595.0;547.0
MAGDALENA;TENERIFE;2038;35-39;580.0;530.0
MAGDALENA;TENERIFE;2038;40-44;517.0;466.0
MAGDALENA;TENERIFE;2038;45-49;461.0;417.0
MAGDALENA;TENERIFE;2038;50-54;389.0;357.0
MAGDALENA;TENERIFE;2038;55-59;352.0;303.0
MAGDALENA;TENERIFE;2038;60-64;319.0;249.0
MAGDALENA;TENERIFE;2038;65-69;296.0;232.0
MAGDALENA;TENERIFE;2038;70-74;273.0;217.0
MAGDALENA;TENERIFE;2038;75-79;203.0;169.0
MAGDALENA;TENERIFE;2038;80-84;115.0;108.0
MAGDALENA;TENERIFE;2038;85-89;50.0;65.0
MAGDALENA;TENERIFE;2038;90-94;19.0;28.0
MAGDALENA;TENERIFE;2038;95-99;5.0;11.0
MAGDALENA;TENERIFE;2038;100+;0.0;0.0
MAGDALENA;TENERIFE;2039;0-4;528.0;461.0
MAGDALENA;TENERIFE;2039;5-9;595.0;542.0
MAGDALENA;TENERIFE;2039;10-14;643.0;594.0
MAGDALENA;TENERIFE;2039;15-19;633.0;575.0
MAGDALENA;TENERIFE;2039;20-24;602.0;528.0
MAGDALENA;TENERIFE;2039;25-29;580.0;509.0
MAGDALENA;TENERIFE;2039;30-34;594.0;542.0
MAGDALENA;TENERIFE;2039;35-39;594.0;540.0
MAGDALENA;TENERIFE;2039;40-44;525.0;474.0
MAGDALENA;TENERIFE;2039;45-49;470.0;424.0
MAGDALENA;TENERIFE;2039;50-54;393.0;357.0
MAGDALENA;TENERIFE;2039;55-59;356.0;308.0
MAGDALENA;TENERIFE;2039;60-64;318.0;255.0
MAGDALENA;TENERIFE;2039;65-69;295.0;235.0
MAGDALENA;TENERIFE;2039;70-74;274.0;220.0
MAGDALENA;TENERIFE;2039;75-79;211.0;176.0
MAGDALENA;TENERIFE;2039;80-84;118.0;111.0
MAGDALENA;TENERIFE;2039;85-89;52.0;65.0
MAGDALENA;TENERIFE;2039;90-94;18.0;30.0
MAGDALENA;TENERIFE;2039;95-99;5.0;12.0
MAGDALENA;TENERIFE;2039;100+;0.0;0.0
MAGDALENA;TENERIFE;2040;0-4;513.0;450.0
MAGDALENA;TENERIFE;2040;5-9;584.0;533.0
MAGDALENA;TENERIFE;2040;10-14;631.0;586.0
MAGDALENA;TENERIFE;2040;15-19;623.0;568.0
MAGDALENA;TENERIFE;2040;20-24;595.0;524.0
MAGDALENA;TENERIFE;2040;25-29;568.0;503.0
MAGDALENA;TENERIFE;2040;30-34;586.0;540.0
MAGDALENA;TENERIFE;2040;35-39;602.0;544.0
MAGDALENA;TENERIFE;2040;40-44;543.0;490.0
MAGDALENA;TENERIFE;2040;45-49;477.0;430.0
MAGDALENA;TENERIFE;2040;50-54;400.0;365.0
MAGDALENA;TENERIFE;2040;55-59;359.0;309.0
MAGDALENA;TENERIFE;2040;60-64;326.0;260.0
MAGDALENA;TENERIFE;2040;65-69;296.0;236.0
MAGDALENA;TENERIFE;2040;70-74;276.0;220.0
MAGDALENA;TENERIFE;2040;75-79;220.0;181.0
MAGDALENA;TENERIFE;2040;80-84;122.0;115.0
MAGDALENA;TENERIFE;2040;85-89;51.0;68.0
MAGDALENA;TENERIFE;2040;90-94;20.0;32.0
MAGDALENA;TENERIFE;2040;95-99;8.0;11.0
MAGDALENA;TENERIFE;2040;100+;0.0;1.0
MAGDALENA;TENERIFE;2041;0-4;503.0;441.0
MAGDALENA;TENERIFE;2041;5-9;571.0;520.0
MAGDALENA;TENERIFE;2041;10-14;618.0;572.0
MAGDALENA;TENERIFE;2041;15-19;617.0;560.0
MAGDALENA;TENERIFE;2041;20-24;588.0;517.0
MAGDALENA;TENERIFE;2041;25-29;564.0;497.0
MAGDALENA;TENERIFE;2041;30-34;579.0;530.0
MAGDALENA;TENERIFE;2041;35-39;607.0;548.0
MAGDALENA;TENERIFE;2041;40-44;559.0;502.0
MAGDALENA;TENERIFE;2041;45-49;485.0;434.0
MAGDALENA;TENERIFE;2041;50-54;407.0;367.0
MAGDALENA;TENERIFE;2041;55-59;364.0;313.0
MAGDALENA;TENERIFE;2041;60-64;329.0;265.0
MAGDALENA;TENERIFE;2041;65-69;297.0;236.0
MAGDALENA;TENERIFE;2041;70-74;278.0;223.0
MAGDALENA;TENERIFE;2041;75-79;228.0;185.0
MAGDALENA;TENERIFE;2041;80-84;129.0;121.0
MAGDALENA;TENERIFE;2041;85-89;57.0;68.0
MAGDALENA;TENERIFE;2041;90-94;22.0;36.0
MAGDALENA;TENERIFE;2041;95-99;8.0;14.0
MAGDALENA;TENERIFE;2041;100+;1.0;0.0
MAGDALENA;TENERIFE;2042;0-4;494.0;431.0
MAGDALENA;TENERIFE;2042;5-9;556.0;507.0
MAGDALENA;TENERIFE;2042;10-14;605.0;564.0
MAGDALENA;TENERIFE;2042;15-19;605.0;554.0
MAGDALENA;TENERIFE;2042;20-24;577.0;509.0
MAGDALENA;TENERIFE;2042;25-29;558.0;495.0
MAGDALENA;TENERIFE;2042;30-34;570.0;522.0
MAGDALENA;TENERIFE;2042;35-39;608.0;552.0
MAGDALENA;TENERIFE;2042;40-44;581.0;516.0
MAGDALENA;TENERIFE;2042;45-49;490.0;442.0
MAGDALENA;TENERIFE;2042;50-54;413.0;375.0
MAGDALENA;TENERIFE;2042;55-59;365.0;314.0
MAGDALENA;TENERIFE;2042;60-64;332.0;270.0
MAGDALENA;TENERIFE;2042;65-69;300.0;236.0
MAGDALENA;TENERIFE;2042;70-74;281.0;227.0
MAGDALENA;TENERIFE;2042;75-79;230.0;190.0
MAGDALENA;TENERIFE;2042;80-84;136.0;126.0
MAGDALENA;TENERIFE;2042;85-89;58.0;72.0
MAGDALENA;TENERIFE;2042;90-94;23.0;35.0
MAGDALENA;TENERIFE;2042;95-99;8.0;14.0
MAGDALENA;TENERIFE;2042;100+;1.0;0.0
MAGDALENA;ZAPAYÁN;2018;0-4;584.0;466.0
MAGDALENA;ZAPAYÁN;2018;5-9;590.0;515.0
MAGDALENA;ZAPAYÁN;2018;10-14;590.0;550.0
MAGDALENA;ZAPAYÁN;2018;15-19;514.0;483.0
MAGDALENA;ZAPAYÁN;2018;20-24;398.0;372.0
MAGDALENA;ZAPAYÁN;2018;25-29;343.0;325.0
MAGDALENA;ZAPAYÁN;2018;30-34;317.0;305.0
MAGDALENA;ZAPAYÁN;2018;35-39;307.0;296.0
MAGDALENA;ZAPAYÁN;2018;40-44;302.0;264.0
MAGDALENA;ZAPAYÁN;2018;45-49;293.0;238.0
MAGDALENA;ZAPAYÁN;2018;50-54;264.0;207.0
MAGDALENA;ZAPAYÁN;2018;55-59;214.0;178.0
MAGDALENA;ZAPAYÁN;2018;60-64;162.0;146.0
MAGDALENA;ZAPAYÁN;2018;65-69;120.0;120.0
MAGDALENA;ZAPAYÁN;2018;70-74;87.0;85.0
MAGDALENA;ZAPAYÁN;2018;75-79;68.0;59.0
MAGDALENA;ZAPAYÁN;2018;80-84;39.0;39.0
MAGDALENA;ZAPAYÁN;2018;85-89;21.0;21.0
MAGDALENA;ZAPAYÁN;2018;90-94;10.0;9.0
MAGDALENA;ZAPAYÁN;2018;95-99;6.0;7.0
MAGDALENA;ZAPAYÁN;2018;100+;1.0;1.0
MAGDALENA;ZAPAYÁN;2019;0-4;594.0;472.0
MAGDALENA;ZAPAYÁN;2019;5-9;593.0;518.0
MAGDALENA;ZAPAYÁN;2019;10-14;597.0;558.0
MAGDALENA;ZAPAYÁN;2019;15-19;538.0;506.0
MAGDALENA;ZAPAYÁN;2019;20-24;416.0;392.0
MAGDALENA;ZAPAYÁN;2019;25-29;361.0;339.0
MAGDALENA;ZAPAYÁN;2019;30-34;326.0;314.0
MAGDALENA;ZAPAYÁN;2019;35-39;313.0;302.0
MAGDALENA;ZAPAYÁN;2019;40-44;308.0;272.0
MAGDALENA;ZAPAYÁN;2019;45-49;294.0;244.0
MAGDALENA;ZAPAYÁN;2019;50-54;269.0;212.0
MAGDALENA;ZAPAYÁN;2019;55-59;222.0;183.0
MAGDALENA;ZAPAYÁN;2019;60-64;167.0;151.0
MAGDALENA;ZAPAYÁN;2019;65-69;127.0;126.0
MAGDALENA;ZAPAYÁN;2019;70-74;89.0;88.0
MAGDALENA;ZAPAYÁN;2019;75-79;66.0;60.0
MAGDALENA;ZAPAYÁN;2019;80-84;38.0;37.0
MAGDALENA;ZAPAYÁN;2019;85-89;18.0;21.0
MAGDALENA;ZAPAYÁN;2019;90-94;9.0;10.0
MAGDALENA;ZAPAYÁN;2019;95-99;3.0;6.0
MAGDALENA;ZAPAYÁN;2019;100+;2.0;0.0
MAGDALENA;ZAPAYÁN;2020;0-4;605.0;479.0
MAGDALENA;ZAPAYÁN;2020;5-9;601.0;525.0
MAGDALENA;ZAPAYÁN;2020;10-14;601.0;562.0
MAGDALENA;ZAPAYÁN;2020;15-19;559.0;528.0
MAGDALENA;ZAPAYÁN;2020;20-24;442.0;413.0
MAGDALENA;ZAPAYÁN;2020;25-29;376.0;351.0
MAGDALENA;ZAPAYÁN;2020;30-34;337.0;322.0
MAGDALENA;ZAPAYÁN;2020;35-39;323.0;315.0
MAGDALENA;ZAPAYÁN;2020;40-44;317.0;283.0
MAGDALENA;ZAPAYÁN;2020;45-49;295.0;244.0
MAGDALENA;ZAPAYÁN;2020;50-54;274.0;218.0
MAGDALENA;ZAPAYÁN;2020;55-59;230.0;194.0
MAGDALENA;ZAPAYÁN;2020;60-64;171.0;159.0
MAGDALENA;ZAPAYÁN;2020;65-69;127.0;127.0
MAGDALENA;ZAPAYÁN;2020;70-74;95.0;89.0
MAGDALENA;ZAPAYÁN;2020;75-79;66.0;60.0
MAGDALENA;ZAPAYÁN;2020;80-84;40.0;40.0
MAGDALENA;ZAPAYÁN;2020;85-89;20.0;22.0
MAGDALENA;ZAPAYÁN;2020;90-94;8.0;10.0
MAGDALENA;ZAPAYÁN;2020;95-99;7.0;8.0
MAGDALENA;ZAPAYÁN;2020;100+;1.0;0.0
MAGDALENA;ZAPAYÁN;2021;0-4;607.0;481.0
MAGDALENA;ZAPAYÁN;2021;5-9;600.0;529.0
MAGDALENA;ZAPAYÁN;2021;10-14;600.0;562.0
MAGDALENA;ZAPAYÁN;2021;15-19;571.0;539.0
MAGDALENA;ZAPAYÁN;2021;20-24;466.0;436.0
MAGDALENA;ZAPAYÁN;2021;25-29;387.0;362.0
MAGDALENA;ZAPAYÁN;2021;30-34;348.0;332.0
MAGDALENA;ZAPAYÁN;2021;35-39;330.0;320.0
