Codigo_DIVIPOLA|Departamento|Sector|Tipo_registro|Año|Estado_dato|Valor_miles_millones_COP|Unidad|Fuente
95|Guaviare|Construcción|Actividad económica|2023|Definitivo|68.703842591129|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
95|Guaviare|Construcción|Actividad económica|2024|Provisional|72.1813715323994|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
95|Guaviare|Construcción|Actividad económica|2025|Preliminar|68.0109455919315|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2005|Definitivo|419.01222654266|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2006|Definitivo|479.215427038694|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2007|Definitivo|635.099113551448|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2008|Definitivo|791.405757969453|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2009|Definitivo|910.521962295271|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2010|Definitivo|1082.63571618417|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2011|Definitivo|1335.30342629751|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2012|Definitivo|1728.9396591237|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2013|Definitivo|1950.70044418403|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2014|Definitivo|2015.90527594469|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2015|Definitivo|2131.60229779815|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2016|Definitivo|2150.06732082009|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2017|Definitivo|1840.13527322451|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2018|Definitivo|1717.19906445889|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2019|Definitivo|1744.03912227982|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2020|Definitivo|1322.6580077815|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2021|Definitivo|1522.68448936238|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2022|Definitivo|1589.94967270476|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2023|Definitivo|1609.81648309211|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2024|Provisional|1954.77160350297|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
41|Huila|Construcción|Actividad económica|2025|Preliminar|2143.35213860561|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2005|Definitivo|75.2853183806232|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2006|Definitivo|107.359578871445|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2007|Definitivo|174.264063640978|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2008|Definitivo|198.688063961571|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2009|Definitivo|213.914611380532|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2010|Definitivo|208.364315625587|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2011|Definitivo|238.895357410542|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2012|Definitivo|284.962038069631|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2013|Definitivo|366.543403361015|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2014|Definitivo|502.774388933845|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2015|Definitivo|465.234685407348|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2016|Definitivo|578.244249762242|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2017|Definitivo|685.143941648192|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2018|Definitivo|657.993141529667|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2019|Definitivo|661.254669603194|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2020|Definitivo|591.366186792132|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2021|Definitivo|670.112327098905|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2022|Definitivo|769.442777780084|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2023|Definitivo|829.382143824111|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2024|Provisional|903.795262286886|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
44|La Guajira|Construcción|Actividad económica|2025|Preliminar|944.579793599463|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2005|Definitivo|200.000391253575|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2006|Definitivo|165.764412210915|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2007|Definitivo|248.400895136765|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2008|Definitivo|306.135471550013|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2009|Definitivo|540.951492887762|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2010|Definitivo|583.801946113022|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2011|Definitivo|682.390580398299|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2012|Definitivo|985.961333817103|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2013|Definitivo|1243.58847676315|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2014|Definitivo|876.690843857351|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2015|Definitivo|997.91254108833|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2016|Definitivo|1138.74888113623|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2017|Definitivo|1074.42351597227|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2018|Definitivo|1056.69733229689|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2019|Definitivo|955.110256085818|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2020|Definitivo|788.585468518742|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2021|Definitivo|904.203018893579|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2022|Definitivo|1097.56401284876|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2023|Definitivo|1169.79425518442|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2024|Provisional|1331.6018314816|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
47|Magdalena|Construcción|Actividad económica|2025|Preliminar|1402.30749273289|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2005|Definitivo|346.008281446299|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2006|Definitivo|631.290130767547|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2007|Definitivo|686.48007271059|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2008|Definitivo|865.298060212688|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2009|Definitivo|1120.71559393169|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2010|Definitivo|1271.52821397339|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2011|Definitivo|1643.50440927941|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2012|Definitivo|1840.4009330365|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2013|Definitivo|2363.86556405311|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2014|Definitivo|2275.21614210993|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2015|Definitivo|1954.78807214066|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2016|Definitivo|1682.29379727886|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2017|Definitivo|1491.92635799938|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2018|Definitivo|1626.08045331256|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2019|Definitivo|1635.40299778168|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2020|Definitivo|1128.841701773|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2021|Definitivo|1078.14966571457|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2022|Definitivo|1405.93418610837|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2023|Definitivo|1511.81538706434|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2024|Provisional|1729.55672739431|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
50|Meta|Construcción|Actividad económica|2025|Preliminar|1985.50108956577|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2005|Definitivo|291.255322624027|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2006|Definitivo|332.000750172357|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2007|Definitivo|375.080117524105|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2008|Definitivo|405.217816678269|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2009|Definitivo|551.073547077377|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2010|Definitivo|508.843443766591|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2011|Definitivo|603.91951707188|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2012|Definitivo|690.448732769897|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2013|Definitivo|927.820972938049|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2014|Definitivo|1032.8659652815|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2015|Definitivo|1182.80109140399|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2016|Definitivo|1456.0840391284|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2017|Definitivo|1361.49061472863|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2018|Definitivo|1384.85115890747|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2019|Definitivo|1436.40579665515|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2020|Definitivo|1119.71790875524|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2021|Definitivo|1115.86452533527|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2022|Definitivo|1214.90140618442|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2023|Definitivo|1207.11662598483|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2024|Provisional|1231.3802511909|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
52|Nariño|Construcción|Actividad económica|2025|Preliminar|1122.43650918379|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2005|Definitivo|136.121939294258|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2006|Definitivo|285.966044877714|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2007|Definitivo|342.77116960253|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2008|Definitivo|412.609703310561|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2009|Definitivo|634.875816765155|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2010|Definitivo|638.854662715283|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2011|Definitivo|676.89059451991|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2012|Definitivo|622.601930740935|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2013|Definitivo|1071.80980488278|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2014|Definitivo|1312.52630999433|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2015|Definitivo|1329.03402360832|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2016|Definitivo|1699.30897584212|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2017|Definitivo|1547.52685057105|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2018|Definitivo|1686.54522264466|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2019|Definitivo|1558.99572313844|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2020|Definitivo|1224.9050308694|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2021|Definitivo|1427.94768843248|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2022|Definitivo|1588.69769124673|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2023|Definitivo|1722.19966515108|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2024|Provisional|1875.22429109411|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
54|Norte de Santander|Construcción|Actividad económica|2025|Preliminar|2092.02771764304|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2005|Definitivo|43.2022254139768|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2006|Definitivo|56.4136964073092|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2007|Definitivo|94.0866642026245|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2008|Definitivo|90.6343189250285|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2009|Definitivo|120.052201816908|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2010|Definitivo|114.019421480406|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2011|Definitivo|140.467151710163|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2012|Definitivo|156.712434689051|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2013|Definitivo|170.709947593421|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2014|Definitivo|239.867886747094|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2015|Definitivo|214.923653178695|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2016|Definitivo|317.23571022389|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2017|Definitivo|243.959096459547|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2018|Definitivo|270.614681820276|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2019|Definitivo|253.918399552409|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2020|Definitivo|197.810292524424|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2021|Definitivo|223.047440284874|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2022|Definitivo|267.672464797932|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2023|Definitivo|305.956763950988|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2024|Provisional|366.22835606569|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
86|Putumayo|Construcción|Actividad económica|2025|Preliminar|365.849063506744|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2005|Definitivo|127.756903918633|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2006|Definitivo|144.428429491389|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2007|Definitivo|220.502604728995|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2008|Definitivo|223.227212696134|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2009|Definitivo|243.170905135784|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2010|Definitivo|240.45466258279|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2011|Definitivo|414.852256206056|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2012|Definitivo|634.622909141013|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2013|Definitivo|602.920881797203|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2014|Definitivo|587.73060621331|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2015|Definitivo|674.340795337103|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2016|Definitivo|812.491712203638|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2017|Definitivo|850.458086805418|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2018|Definitivo|755.033094135106|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2019|Definitivo|721.107732808399|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2020|Definitivo|487.637831593792|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2021|Definitivo|491.155971418215|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2022|Definitivo|690.647174199771|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2023|Definitivo|727.47660164574|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2024|Provisional|726.554163933863|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
63|Quindío|Construcción|Actividad económica|2025|Preliminar|606.446333016885|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2005|Definitivo|422.814515349763|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2006|Definitivo|520.123537579305|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2007|Definitivo|482.377287594212|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2008|Definitivo|577.54773263146|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2009|Definitivo|614.333763206059|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2010|Definitivo|577.837278930162|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2011|Definitivo|548.62897168577|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2012|Definitivo|598.546344777199|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2013|Definitivo|852.768227662247|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2014|Definitivo|1008.66803350524|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2015|Definitivo|953.238791844548|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2016|Definitivo|1053.52987191578|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2017|Definitivo|1178.76846653843|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2018|Definitivo|1228.61692148639|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2019|Definitivo|1226.33116204838|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2020|Definitivo|912.269969606151|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2021|Definitivo|967.298887629673|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2022|Definitivo|1279.60829256971|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2023|Definitivo|1564.06829117351|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2024|Provisional|1648.53440181624|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
66|Risaralda|Construcción|Actividad económica|2025|Preliminar|1893.33480323668|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
88|San Andrés, Providencia y Santa Catalina (Archipiélago)|Construcción|Actividad económica|2005|Definitivo|6.84411985278393|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
88|San Andrés, Providencia y Santa Catalina (Archipiélago)|Construcción|Actividad económica|2006|Definitivo|9.60186835907427|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
88|San Andrés, Providencia y Santa Catalina (Archipiélago)|Construcción|Actividad económica|2007|Definitivo|14.9696296925106|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
88|San Andrés, Providencia y Santa Catalina (Archipiélago)|Construcción|Actividad económica|2008|Definitivo|12.5378491908756|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
88|San Andrés, Providencia y Santa Catalina (Archipiélago)|Construcción|Actividad económica|2009|Definitivo|20.4447427700487|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
88|San Andrés, Providencia y Santa Catalina (Archipiélago)|Construcción|Actividad económica|2010|Definitivo|18.9106350242475|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
88|San Andrés, Providencia y Santa Catalina (Archipiélago)|Construcción|Actividad económica|2011|Definitivo|20.7937999798624|Miles de millones de pesos corrientes|DANE - Cuentas nacionales departamentales
