nombre_departamento;periodo;anio_inicio;anio_fin;total_diputados;partido;curules;partido_normalizado
LA GUAJIRA;2024-2027;2024;2027;11;MAIS;1;MAIS
LA GUAJIRA;2024-2027;2024;2027;11;PH;1;Pacto Histórico
LA GUAJIRA;2024-2027;2024;2027;11;AV-PVO;1;Otros / coaliciones / movimientos regionales
MAGDALENA;2024-2027;2024;2027;13;Magdalena Grande;3;Otros / coaliciones / movimientos regionales
MAGDALENA;2024-2027;2024;2027;13;FC;2;Otros / coaliciones / movimientos regionales
MAGDALENA;2024-2027;2024;2027;13;U;2;Partido de la U
MAGDALENA;2024-2027;2024;2027;13;COLR-NL;2;Otros / coaliciones / movimientos regionales
MAGDALENA;2024-2027;2024;2027;13;AV;1;Alianza Verde
MAGDALENA;2024-2027;2024;2027;13;CR;1;Cambio Radical
MAGDALENA;2024-2027;2024;2027;13;PL-MIRA;1;Otros / coaliciones / movimientos regionales
MAGDALENA;2024-2027;2024;2027;13;G.S.C. Magdalena Tiene Futuro;1;Otros / coaliciones / movimientos regionales
META;2024-2027;2024;2027;11;CD;3;Centro Democrático
META;2024-2027;2024;2027;11;CR;2;Cambio Radical
META;2024-2027;2024;2027;11;Llaneros por el Meta;2;Otros / coaliciones / movimientos regionales
META;2024-2027;2024;2027;11;AV;1;Alianza Verde
META;2024-2027;2024;2027;11;ASI-MIRA;1;Otros / coaliciones / movimientos regionales
META;2024-2027;2024;2027;11;U;1;Partido de la U
NARIÑO;2024-2027;2024;2027;14;PL;3;Partido Liberal
NARIÑO;2024-2027;2024;2027;14;PC;3;Partido Conservador
NARIÑO;2024-2027;2024;2027;14;CR;2;Cambio Radical
NARIÑO;2024-2027;2024;2027;14;U-MIRA-LF;2;Otros / coaliciones / movimientos regionales
NARIÑO;2024-2027;2024;2027;14;PH;1;Pacto Histórico
NARIÑO;2024-2027;2024;2027;14;AICO;1;AICO
NARIÑO;2024-2027;2024;2027;14;ADA;1;Otros / coaliciones / movimientos regionales
NARIÑO;2024-2027;2024;2027;14;Alianza por Nariño;1;Otros / coaliciones / movimientos regionales
NORTE DE SANTANDER;2024-2027;2024;2027;13;PL;4;Partido Liberal
NORTE DE SANTANDER;2024-2027;2024;2027;13;CR-MIRA;2;Otros / coaliciones / movimientos regionales
NORTE DE SANTANDER;2024-2027;2024;2027;13;PC;2;Partido Conservador
NORTE DE SANTANDER;2024-2027;2024;2027;13;U;2;Partido de la U
NORTE DE SANTANDER;2024-2027;2024;2027;13;AV;1;Alianza Verde
NORTE DE SANTANDER;2024-2027;2024;2027;13;CD;1;Centro Democrático
PUTUMAYO;2024-2027;2024;2027;11;PL;3;Partido Liberal
PUTUMAYO;2024-2027;2024;2027;11;ASI;2;ASI (Alianza Social Independiente)
PUTUMAYO;2024-2027;2024;2027;11;AV;1;Alianza Verde
PUTUMAYO;2024-2027;2024;2027;11;MAIS;1;MAIS
PUTUMAYO;2024-2027;2024;2027;11;Putumayo en Marcha;1;Otros / coaliciones / movimientos regionales
PUTUMAYO;2024-2027;2024;2027;11;Gente en Movimiento;1;Otros / coaliciones / movimientos regionales
PUTUMAYO;2024-2027;2024;2027;11;AICO;1;AICO
PUTUMAYO;2024-2027;2024;2027;11;PC;1;Partido Conservador
QUINDÍO;2024-2027;2024;2027;11;CR-MIRA;4;Otros / coaliciones / movimientos regionales
QUINDÍO;2024-2027;2024;2027;11;PL;2;Partido Liberal
QUINDÍO;2024-2027;2024;2027;11;PC-CD;2;Otros / coaliciones / movimientos regionales
QUINDÍO;2024-2027;2024;2027;11;U;2;Partido de la U
QUINDÍO;2024-2027;2024;2027;11;PH;1;Pacto Histórico
RISARALDA;2024-2027;2024;2027;12;PL;4;Partido Liberal
RISARALDA;2024-2027;2024;2027;12;U-MIRA;3;Otros / coaliciones / movimientos regionales
RISARALDA;2024-2027;2024;2027;12;PC;2;Partido Conservador
RISARALDA;2024-2027;2024;2027;12;CD;1;Centro Democrático
RISARALDA;2024-2027;2024;2027;12;Alternativos;1;Otros / coaliciones / movimientos regionales
RISARALDA;2024-2027;2024;2027;12;CR;1;Cambio Radical
SAN ANDRÉS Y PROVIDENCIA;2024-2027;2024;2027;11;PL;5;Partido Liberal
SAN ANDRÉS Y PROVIDENCIA;2024-2027;2024;2027;11;G.S.C. Movimiento Progreso;3;Otros / coaliciones / movimientos regionales
SAN ANDRÉS Y PROVIDENCIA;2024-2027;2024;2027;11;CR;1;Cambio Radical
SAN ANDRÉS Y PROVIDENCIA;2024-2027;2024;2027;11;CD-MIRA;1;Otros / coaliciones / movimientos regionales
SAN ANDRÉS Y PROVIDENCIA;2024-2027;2024;2027;11;PC-NL-CJL;1;Otros / coaliciones / movimientos regionales
SANTANDER;2024-2027;2024;2027;16;CD;3;Centro Democrático
SANTANDER;2024-2027;2024;2027;16;PL;2;Partido Liberal
SANTANDER;2024-2027;2024;2027;16;CR;2;Cambio Radical
SANTANDER;2024-2027;2024;2027;16;AV;2;Alianza Verde
SANTANDER;2024-2027;2024;2027;16;PC-MIRA;2;Otros / coaliciones / movimientos regionales
SANTANDER;2024-2027;2024;2027;16;ASI-GEM;1;Otros / coaliciones / movimientos regionales
SANTANDER;2024-2027;2024;2027;16;U-LF;1;Otros / coaliciones / movimientos regionales
SANTANDER;2024-2027;2024;2027;16;PH;1;Pacto Histórico
SANTANDER;2024-2027;2024;2027;16;Sumemos;1;Otros / coaliciones / movimientos regionales
SANTANDER;2024-2027;2024;2027;16;NL;1;Otros / coaliciones / movimientos regionales
SUCRE;2024-2027;2024;2027;11;PL;5;Partido Liberal
SUCRE;2024-2027;2024;2027;11;PC;3;Partido Conservador
SUCRE;2024-2027;2024;2027;11;U-MIRA;1;Otros / coaliciones / movimientos regionales
SUCRE;2024-2027;2024;2027;11;CD-CJL;1;Otros / coaliciones / movimientos regionales
SUCRE;2024-2027;2024;2027;11;EM;1;Otros / coaliciones / movimientos regionales
TOLIMA;2024-2027;2024;2027;15;PC;6;Partido Conservador
TOLIMA;2024-2027;2024;2027;15;CD;2;Centro Democrático
TOLIMA;2024-2027;2024;2027;15;PL;2;Partido Liberal
TOLIMA;2024-2027;2024;2027;15;U-NL;2;Otros / coaliciones / movimientos regionales
TOLIMA;2024-2027;2024;2027;15;CR-ADA;1;Otros / coaliciones / movimientos regionales
TOLIMA;2024-2027;2024;2027;15;PH;1;Pacto Histórico
TOLIMA;2024-2027;2024;2027;15;MIRA;1;MIRA
VALLE DEL CAUCA;2024-2027;2024;2027;21;U;5;Partido de la U
VALLE DEL CAUCA;2024-2027;2024;2027;21;PH;4;Pacto Histórico
VALLE DEL CAUCA;2024-2027;2024;2027;21;PL;3;Partido Liberal
VALLE DEL CAUCA;2024-2027;2024;2027;21;AV;2;Alianza Verde
VALLE DEL CAUCA;2024-2027;2024;2027;21;CD;2;Centro Democrático
VALLE DEL CAUCA;2024-2027;2024;2027;21;CR;2;Cambio Radical
VALLE DEL CAUCA;2024-2027;2024;2027;21;PC;1;Partido Conservador
VALLE DEL CAUCA;2024-2027;2024;2027;21;COLR;1;Otros / coaliciones / movimientos regionales
VALLE DEL CAUCA;2024-2027;2024;2027;21;Valle nos Une;1;Otros / coaliciones / movimientos regionales
VAUPÉS;2024-2027;2024;2027;11;U;3;Partido de la U
VAUPÉS;2024-2027;2024;2027;11;CR;2;Cambio Radical
VAUPÉS;2024-2027;2024;2027;11;DEM;2;Otros / coaliciones / movimientos regionales
VAUPÉS;2024-2027;2024;2027;11;AV;1;Alianza Verde
VAUPÉS;2024-2027;2024;2027;11;MAIS;1;MAIS
VAUPÉS;2024-2027;2024;2027;11;PL;1;Partido Liberal
VAUPÉS;2024-2027;2024;2027;11;LF;1;Otros / coaliciones / movimientos regionales
VICHADA;2024-2027;2024;2027;11;U;2;Partido de la U
VICHADA;2024-2027;2024;2027;11;ASI;2;ASI (Alianza Social Independiente)
VICHADA;2024-2027;2024;2027;11;PL;2;Partido Liberal
VICHADA;2024-2027;2024;2027;11;AV;1;Alianza Verde
VICHADA;2024-2027;2024;2027;11;CD;1;Centro Democrático
VICHADA;2024-2027;2024;2027;11;MAIS;1;MAIS
VICHADA;2024-2027;2024;2027;11;AICO;1;AICO
VICHADA;2024-2027;2024;2027;11;CR;1;Cambio Radical
